,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
0,00134ca5-d28f-44ac-92ca-931c3ebb73af,IEEE Std 1031  : 2000,2000.0,"Made available in DSpace on 2017-02-23T06:07:00Z (GMT). No. of bitstreams: 1
1031-2000.pdf: 746009 bytes, checksum: 04d0b99a28e3a1e71b40efb57419d55e (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-05-05T08:51:59Z (GMT). No. of bitstreams: 1
1031-2000.pdf: 746009 bytes, checksum: 04d0b99a28e3a1e71b40efb57419d55e (MD5)
  Previous issue date: 2000",http://localhost:8080/xmlui/handle/108/125021,Guide for the Functional Specification of Transmission Static Var Compensators,,Guide for the Functional Specification of Transmission Static Var Compensators
1,00377e72-5dd2-447c-87ec-174f2f68c4fa,IEEE Std 1546  : 2000,2000.0,"Made available in DSpace on 2017-02-23T06:07:16Z (GMT). No. of bitstreams: 1
1546-2000.pdf: 392194 bytes, checksum: 21e5e2bd562e89f9be722c85181e9434 (MD5)
  Previous issue date: 2000||Made available in DSpace on 2021-05-05T08:54:42Z (GMT). No. of bitstreams: 1
1546-2000.pdf: 392194 bytes, checksum: 21e5e2bd562e89f9be722c85181e9434 (MD5)
  Previous issue date: 2000",http://localhost:8080/xmlui/handle/108/125166,Guide for digital test interchange format (DTIF) application,,Guide for digital test interchange format (DTIF) application
2,006ac2cd-9406-4325-adb5-f70519c00045,IEEE Std C2  : 2007,2007.0,"Made available in DSpace on 2017-02-23T06:01:23Z (GMT). No. of bitstreams: 1
c2-2007.pdf: 5083198 bytes, checksum: 178a75cc19269ea73c69a73c7bce3031 (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-05-05T08:44:52Z (GMT). No. of bitstreams: 1
c2-2007.pdf: 5083198 bytes, checksum: 178a75cc19269ea73c69a73c7bce3031 (MD5)
  Previous issue date: 2007",http://localhost:8080/xmlui/handle/108/124677,National Electrical Safety Code 2007 Edition,,National Electrical Safety Code 2007 Edition
3,00cd94f3-a547-4f83-a0e2-a3299ca6f7ae,IEEE Std 802.3bd -2011,2011.0,"Made available in DSpace on 2017-02-23T06:00:47Z (GMT). No. of bitstreams: 1
5982058.pdf: 462903 bytes, checksum: 0b53351313d18e8393c221f5926179b7 (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-05-05T08:40:44Z (GMT). No. of bitstreams: 1
5982058.pdf: 462903 bytes, checksum: 0b53351313d18e8393c221f5926179b7 (MD5)
  Previous issue date: 2011",http://localhost:8080/xmlui/handle/108/124348,MAC Control Frame for Priority-based Flow Control,,MAC Control Frame for Priority-based Flow Control
5,7285b5ba-7eb6-4f9c-a8a5-5243248dc0b5,"IEEE Std 802.3bd-2011, Amendment 8",2011.0,"Made available in DSpace on 2017-02-23T06:07:25Z (GMT). No. of bitstreams: 1
5982058.pdf: 462903 bytes, checksum: 0b53351313d18e8393c221f5926179b7 (MD5)
  Previous issue date: 2011||Made available in DSpace on 2021-05-05T08:57:09Z (GMT). No. of bitstreams: 1
5982058.pdf: 462903 bytes, checksum: 0b53351313d18e8393c221f5926179b7 (MD5)
  Previous issue date: 2011",http://localhost:8080/xmlui/handle/108/125258,MAC Control Frame for Priority-based Flow Control,,MAC Control Frame for Priority-based Flow Control
7,00f76130-2f1a-4776-b313-309dbb653d29,IEEE Std 802.1X  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:06:48Z (GMT). No. of bitstreams: 1
802.1x-2004.pdf: 1107102 bytes, checksum: 48ebc0662d7ada1a9233a5282be23862 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:49:29Z (GMT). No. of bitstreams: 1
802.1x-2004.pdf: 1107102 bytes, checksum: 48ebc0662d7ada1a9233a5282be23862 (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/124914,Standard for Local and metropolitan area networks Port-Based Network Access Control,,Standard for Local and metropolitan area networks Port-Based Network Access Control
8,00f9e191-9b9f-423d-aee0-cac6196091dd,IEEE Std C57.12.01  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:01:03Z (GMT). No. of bitstreams: 1
c57.12.01-2005.pdf: 1767801 bytes, checksum: 7bdc9521dbfda15225e08be09a02d06d (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:42:08Z (GMT). No. of bitstreams: 1
c57.12.01-2005.pdf: 1767801 bytes, checksum: 7bdc9521dbfda15225e08be09a02d06d (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/124492,"Standard General Requirements for Dry-Type Distribution and Power Transformers, Including Those with Solid-Cast and/or Resin Encapsulated Windings",,"Standard General Requirements for Dry-Type Distribution and Power Transformers, Including Those with Solid-Cast and/or Resin Encapsulated Windings"
9,013a4aa5-6d5b-4273-a658-1b9b95bf8619,IEEE Std C57.12.80  : 2002,2002.0,"Made available in DSpace on 2017-02-23T06:00:42Z (GMT). No. of bitstreams: 1
c57.12.80-2002.pdf: 325159 bytes, checksum: ecb11abe2a3df13e8526dbd423fb5b31 (MD5)
  Previous issue date: 2002||Made available in DSpace on 2021-05-05T08:52:04Z (GMT). No. of bitstreams: 1
c57.12.80-2002.pdf: 325159 bytes, checksum: ecb11abe2a3df13e8526dbd423fb5b31 (MD5)
  Previous issue date: 2002",http://localhost:8080/xmlui/handle/108/124308,Standard terminology for power and distribution transformers,,Standard terminology for power and distribution transformers
10,015101bc-9cf6-4db9-adae-c6a67ead9a06,ANSI C95.1  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:00:57Z (GMT). No. of bitstreams: 1
c95.1-2005.pdf: 2759054 bytes, checksum: 355abb5ce96161bb0cc7bc8024db8833 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:41:26Z (GMT). No. of bitstreams: 1
c95.1-2005.pdf: 2759054 bytes, checksum: 355abb5ce96161bb0cc7bc8024db8833 (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/124433,"Standard for Safety Levels with Respect to Human Exposure to Radio Frequency Electromagnetic Fields, 3 kHz to 300 GHz",,"Standard for Safety Levels with Respect to Human Exposure to Radio Frequency Electromagnetic Fields, 3 kHz to 300 GHz"
11,015fea17-aa68-471a-8e96-59c1205b6ea2,IEEE Std 1512.2  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:07:18Z (GMT). No. of bitstreams: 1
1512.2-2004.pdf: 1501252 bytes, checksum: aa0e1b639a110f11b36df982e54b7dc6 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:55:08Z (GMT). No. of bitstreams: 1
1512.2-2004.pdf: 1501252 bytes, checksum: aa0e1b639a110f11b36df982e54b7dc6 (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/125189,Standard for Public Safety Traffic Incident Management Message Sets for Use by Emergency Management Centers,,Standard for Public Safety Traffic Incident Management Message Sets for Use by Emergency Management Centers
12,0205417e-2bb6-42cf-bfba-90c1c99fcaaa,IEEE Std 836  : 2001,2001.0,"Made available in DSpace on 2017-02-23T06:06:51Z (GMT). No. of bitstreams: 1
836-2001.pdf: 648585 bytes, checksum: f62d8f19a0c8634a60bd071ebbcbf13f (MD5)
  Previous issue date: 2001||Made available in DSpace on 2021-05-05T08:50:08Z (GMT). No. of bitstreams: 1
836-2001.pdf: 648585 bytes, checksum: f62d8f19a0c8634a60bd071ebbcbf13f (MD5)
  Previous issue date: 2001",http://localhost:8080/xmlui/handle/108/124938,Recommended practice for precision centrifuge testing of linear accelerometers,,Recommended practice for precision centrifuge testing of linear accelerometers
13,0214f7fb-fe8f-4e02-9c24-24b975a4bf7b,IEEE Std C37.10  : 1995,1995.0,"Made available in DSpace on 2017-02-23T06:01:12Z (GMT). No. of bitstreams: 1
c37.10-1995.pdf: 316085 bytes, checksum: ecc582f4d3b6f648f4dd180c3debfb8c (MD5)
  Previous issue date: 1995||Made available in DSpace on 2021-05-05T08:43:24Z (GMT). No. of bitstreams: 1
c37.10-1995.pdf: 316085 bytes, checksum: ecc582f4d3b6f648f4dd180c3debfb8c (MD5)
  Previous issue date: 1995",http://localhost:8080/xmlui/handle/108/124573,Guide for diagnostics and failure investigation of power circuit breakers,,Guide for diagnostics and failure investigation of power circuit breakers
14,0287f06f-46b0-4101-8a90-6e9ae4a20a39,IEEE Std 1366-2012,2012.0,"Made available in DSpace on 2017-02-23T06:07:25Z (GMT). No. of bitstreams: 1
6209381.pdf: 545953 bytes, checksum: 0d786dee06aa77b33242b1a20ac15e00 (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-05-05T08:40:42Z (GMT). No. of bitstreams: 1
6209381.pdf: 545953 bytes, checksum: 0d786dee06aa77b33242b1a20ac15e00 (MD5)
  Previous issue date: 2012",http://localhost:8080/xmlui/handle/108/125262,IEEE Guide for Electric Power Distribution Reliability Indices,,IEEE Guide for Electric Power Distribution Reliability Indices
16,a1f87f80-f52c-4c29-836d-76f9bc826943,IEEE Std 1366-2012,2012.0,"Made available in DSpace on 2017-02-23T06:00:48Z (GMT). No. of bitstreams: 1
6209381.pdf: 545953 bytes, checksum: 0d786dee06aa77b33242b1a20ac15e00 (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-05-05T08:57:25Z (GMT). No. of bitstreams: 1
6209381.pdf: 545953 bytes, checksum: 0d786dee06aa77b33242b1a20ac15e00 (MD5)
  Previous issue date: 2012",http://localhost:8080/xmlui/handle/108/124351,IEEE Guide for Electric Power Distribution Reliability Indices,,IEEE Guide for Electric Power Distribution Reliability Indices
18,02c018b7-e9b2-48bd-80f6-644ac53a4cbd,IEEE Std 1003.5  : 1999||ISO/IEC 15287-2-2000,1999.0,"Made available in DSpace on 2017-02-23T06:06:49Z (GMT). No. of bitstreams: 1
1003.5-1999.pdf: 4538133 bytes, checksum: 84182dce9aa85b8130cbf47f822b1874 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-05-05T08:49:02Z (GMT). No. of bitstreams: 1
1003.5-1999.pdf: 4538133 bytes, checksum: 84182dce9aa85b8130cbf47f822b1874 (MD5)
  Previous issue date: 1999",http://localhost:8080/xmlui/handle/108/124921,Standard for information technology - POSIX(R) Ada language interfaces - part 1: binding for system Application Program Interface(API) - amendment 2: protocol-independent interfaces,,Standard for information technology - POSIX(R) Ada language interfaces - part 1: binding for system Application Program Interface(API) - amendment 2: protocol-independent interfaces
19,02c32a59-872b-4de4-a868-b01de3539417,IEEE Std 802.15.4  : 2006,2006.0,"Made available in DSpace on 2017-02-23T06:06:50Z (GMT). No. of bitstreams: 1
802.15.4-2006.pdf: 3906737 bytes, checksum: a493ca0d296ba6fa1003de56446b74e4 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-05-05T08:50:09Z (GMT). No. of bitstreams: 1
802.15.4-2006.pdf: 3906737 bytes, checksum: a493ca0d296ba6fa1003de56446b74e4 (MD5)
  Previous issue date: 2006",http://localhost:8080/xmlui/handle/108/124933,Standard for Information technology- Telecommunications and information exchange between systems- Local and metropolitan area networks- Specific requirements Part 15.4: Wireless Medium,,Standard for Information technology- Telecommunications and information exchange between systems- Local and metropolitan area networks- Specific requirements Part 15.4: Wireless Medium
22,9a34e98b-8bea-44ae-b4ce-eca78c9f71f1,IEEE Std 802.15.4c  : 2009,2009.0,"Made available in DSpace on 2017-02-23T06:06:59Z (GMT). No. of bitstreams: 1
802.15.4c-2009.pdf: 803363 bytes, checksum: 069ee016431423dab107dc6701570e7f (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-05T08:51:32Z (GMT). No. of bitstreams: 1
802.15.4c-2009.pdf: 803363 bytes, checksum: 069ee016431423dab107dc6701570e7f (MD5)
  Previous issue date: 2009",http://localhost:8080/xmlui/handle/108/125015,Standard for Information technology- Telecommunications and information exchange between systems- Local and metropolitan area networks- Specific requirements Part 15.4: Wireless Medium,,Standard for Information technology- Telecommunications and information exchange between systems- Local and metropolitan area networks- Specific requirements Part 15.4: Wireless Medium
25,c98a0c80-b4e5-4514-b40b-9ff344c1e5c6,IEEE Std 802.15.4d  : 2009,2009.0,"Made available in DSpace on 2017-02-23T06:06:50Z (GMT). No. of bitstreams: 1
802.15.4d-2009.pdf: 823810 bytes, checksum: 79de4628b0323c35d5ad8d1dcd385084 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-05T08:49:35Z (GMT). No. of bitstreams: 1
802.15.4d-2009.pdf: 823810 bytes, checksum: 79de4628b0323c35d5ad8d1dcd385084 (MD5)
  Previous issue date: 2009",http://localhost:8080/xmlui/handle/108/124934,Standard for Information technology- Telecommunications and information exchange between systems- Local and metropolitan area networks- Specific requirements Part 15.4: Wireless Medium,,Standard for Information technology- Telecommunications and information exchange between systems- Local and metropolitan area networks- Specific requirements Part 15.4: Wireless Medium
28,02fb5de5-60db-492b-a976-f930b532ebdb,IEEE Std 1484.4  : 2007,2007.0,"Made available in DSpace on 2017-02-23T06:07:21Z (GMT). No. of bitstreams: 1
1484.4-2007.pdf: 989695 bytes, checksum: 745da99cabb2f19c44ac516a1302715c (MD5)
  Previous issue date: 2007||Made available in DSpace on 2021-05-05T08:57:02Z (GMT). No. of bitstreams: 1
1484.4-2007.pdf: 989695 bytes, checksum: 745da99cabb2f19c44ac516a1302715c (MD5)
  Previous issue date: 2007",http://localhost:8080/xmlui/handle/108/125221,Trial-Use Recommended Practice for Digital Rights Expression Languages (DRELs) Suitable for eLearning Technologies,,Trial-Use Recommended Practice for Digital Rights Expression Languages (DRELs) Suitable for eLearning Technologies
29,03284ed5-c1ae-4737-af7a-2378c59efce7,IEEE Std 1349  : 2001,2001.0,"Made available in DSpace on 2017-02-23T06:06:35Z (GMT). No. of bitstreams: 1
1349-2001.pdf: 1307780 bytes, checksum: 6c864eea85a77b0c544c73b5855217c2 (MD5)
  Previous issue date: 2001||Made available in DSpace on 2021-05-05T08:47:12Z (GMT). No. of bitstreams: 1
1349-2001.pdf: 1307780 bytes, checksum: 6c864eea85a77b0c544c73b5855217c2 (MD5)
  Previous issue date: 2001",http://localhost:8080/xmlui/handle/108/124803,"Guide for the Application of Electric Motors in Class I, Division 2 Hazardous (Classified) Locations",,"Guide for the Application of Electric Motors in Class I, Division 2 Hazardous (Classified) Locations"
30,03b3e11d-c7bb-4b53-849d-ace4e4f4965c,IEEE Std 848  : 1996,1996.0,"Made available in DSpace on 2017-02-23T06:01:19Z (GMT). No. of bitstreams: 1
848-1996.pdf: 241675 bytes, checksum: 866ffce3fee9e3aa2c8de4cf29f51c6b (MD5)
  Previous issue date: 1996||Made available in DSpace on 2021-05-05T08:44:15Z (GMT). No. of bitstreams: 1
848-1996.pdf: 241675 bytes, checksum: 866ffce3fee9e3aa2c8de4cf29f51c6b (MD5)
  Previous issue date: 1996",http://localhost:8080/xmlui/handle/108/124643,Standard Procedure for the Determination of the Ampacity Derating of Fire-Protected Cables,,Standard Procedure for the Determination of the Ampacity Derating of Fire-Protected Cables
31,03f0942e-9897-44d8-8b95-a238fd93ce7f,IEEE Std P802.11u : 2010,2010.0,"Made available in DSpace on 2017-02-23T06:06:30Z (GMT). No. of bitstreams: 1
p802.11u.pdf: 3380298 bytes, checksum: acb24e901b0d89951186d63c73fb700f (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-05T08:46:26Z (GMT). No. of bitstreams: 1
p802.11u.pdf: 3380298 bytes, checksum: acb24e901b0d89951186d63c73fb700f (MD5)
  Previous issue date: 2010",http://localhost:8080/xmlui/handle/108/124762,Information Technology-Telecommunications and information exchange between systems-Local and metropolitan networks-Specific requirements-Part II: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specifications: Amendment 7: Interworking,,Information Technology-Telecommunications and information exchange between systems-Local and metropolitan networks-Specific requirements-Part II: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specifications: Amendment 7: Interworking
32,0408fa99-db3c-477b-b0cf-2976241d4dcc,IEEE Std 810  : 1987,1987.0,"Made available in DSpace on 2017-02-23T06:01:17Z (GMT). No. of bitstreams: 1
810-1987.pdf: 178812 bytes, checksum: 1a840acd9fae6890f315ffbda02449b3 (MD5)
  Previous issue date: 1987||Made available in DSpace on 2021-05-05T08:44:08Z (GMT). No. of bitstreams: 1
810-1987.pdf: 178812 bytes, checksum: 1a840acd9fae6890f315ffbda02449b3 (MD5)
  Previous issue date: 1987",http://localhost:8080/xmlui/handle/108/124629,Standard for hydraulic turbine and generator integrally forged shaft couplings and shaft runout tolerances,,Standard for hydraulic turbine and generator integrally forged shaft couplings and shaft runout tolerances
33,04a9daaf-130f-4aab-a81f-1254c8eac4a8,IEEE Std C57.12.34  : 2004,2004.0,"Made available in DSpace on 2017-02-23T06:00:42Z (GMT). No. of bitstreams: 1
c57.12.34-2004.pdf: 466926 bytes, checksum: 3fd0387e2d377f5ab06b5e199b2cd706 (MD5)
  Previous issue date: 2004||Made available in DSpace on 2021-05-05T08:50:16Z (GMT). No. of bitstreams: 1
c57.12.34-2004.pdf: 466926 bytes, checksum: 3fd0387e2d377f5ab06b5e199b2cd706 (MD5)
  Previous issue date: 2004",http://localhost:8080/xmlui/handle/108/124302,"Standard requirements for pad-mounted, compartmental-type, self-cooled, three-phase distribution transformers (2500 kVA and smaller)- high-voltage: 34 500 GrdY/19 920 volts and below; low-voltage: 480 volts and below",,"Standard requirements for pad-mounted, compartmental-type, self-cooled, three-phase distribution transformers (2500 kVA and smaller)- high-voltage: 34 500 GrdY/19 920 volts and below; low-voltage: 480 volts and below"
34,04f807c9-cca2-4c7f-a28f-0a5e8893c314,ANSI/IEEE Std 896.||ISO/IEC 14536 : 1995,1995.0,"Made available in DSpace on 2017-02-23T06:06:54Z (GMT). No. of bitstreams: 1
ansiieee std 896.5-1995.pdf: 3050049 bytes, checksum: c612550bc5276539ebab94d378868b66 (MD5)
  Previous issue date: 1995||Made available in DSpace on 2021-05-05T08:50:37Z (GMT). No. of bitstreams: 1
ansiieee std 896.5-1995.pdf: 3050049 bytes, checksum: c612550bc5276539ebab94d378868b66 (MD5)
  Previous issue date: 1995",http://localhost:8080/xmlui/handle/108/124970,"Information technology- Microprocessor systems- Futurebus+, Profile M (Military)",,"Information technology- Microprocessor systems- Futurebus+, Profile M (Military)"
35,062252e8-0987-45af-bd8a-fefdb887f944,IEEE Std 661  : 1979,1979.0,"Made available in DSpace on 2017-02-23T06:07:03Z (GMT). No. of bitstreams: 1
661-1979.pdf: 1282021 bytes, checksum: 372e8d4698c5ea4d457ebab098cd5723 (MD5)
  Previous issue date: 1979||Made available in DSpace on 2021-05-05T08:52:38Z (GMT). No. of bitstreams: 1
661-1979.pdf: 1282021 bytes, checksum: 372e8d4698c5ea4d457ebab098cd5723 (MD5)
  Previous issue date: 1979",http://localhost:8080/xmlui/handle/108/125056,Standard Method For Determining Objective Loudness Ratings Of Telephone Connections,,Standard Method For Determining Objective Loudness Ratings Of Telephone Connections
36,064a1981-3ab9-4c97-bb38-da2bbe1c9240,IEEE Std 1149.4  : 1999,1999.0,"Made available in DSpace on 2017-02-23T06:07:12Z (GMT). No. of bitstreams: 1
1149.4-1999.pdf: 2862488 bytes, checksum: fc1e1935549a438500627f586c06c8e3 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-05-05T08:55:05Z (GMT). No. of bitstreams: 1
1149.4-1999.pdf: 2862488 bytes, checksum: fc1e1935549a438500627f586c06c8e3 (MD5)
  Previous issue date: 1999",http://localhost:8080/xmlui/handle/108/125137,Standard for a mixed-signal test bus,,Standard for a mixed-signal test bus
37,06b267a6-f6ca-4a48-b932-8e56b30b9d53,ANSI C62.92.4  : 1991,1991.0,"Made available in DSpace on 2017-02-23T06:00:57Z (GMT). No. of bitstreams: 1
c62.92.4-1991.pdf: 512590 bytes, checksum: 964d9b0acff1f90c4ca7cfb49e59aaad (MD5)
  Previous issue date: 1991||Made available in DSpace on 2021-05-05T08:41:27Z (GMT). No. of bitstreams: 1
c62.92.4-1991.pdf: 512590 bytes, checksum: 964d9b0acff1f90c4ca7cfb49e59aaad (MD5)
  Previous issue date: 1991",http://localhost:8080/xmlui/handle/108/124435,"Guide for the application of neutral grounding in electrical utility systems, part IV - distribution",,"Guide for the application of neutral grounding in electrical utility systems, part IV - distribution"
38,0729c413-d6f1-44ef-a198-0628b68ff71c,IEEE Std 82  : 2002,2002.0,"Made available in DSpace on 2017-02-23T06:07:03Z (GMT). No. of bitstreams: 1
ieee std 82-2002.pdf: 491051 bytes, checksum: cd0d0639c9bf76584f247554d41b1c51 (MD5)
  Previous issue date: 2002||Made available in DSpace on 2021-05-05T08:53:17Z (GMT). No. of bitstreams: 1
ieee std 82-2002.pdf: 491051 bytes, checksum: cd0d0639c9bf76584f247554d41b1c51 (MD5)
  Previous issue date: 2002",http://localhost:8080/xmlui/handle/108/125054,Standard test procedure for impulse voltage tests on insulated conductors,,Standard test procedure for impulse voltage tests on insulated conductors
39,079b64d9-1a0b-433f-bcb4-83c971feb110,IEEE Std 270?  : 2006,2008.0,"Made available in DSpace on 2017-02-23T06:06:59Z (GMT). No. of bitstreams: 1
ieee std 270-2006.pdf: 666034 bytes, checksum: 885757ca50beebedd3d8c3c9a6824221 (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:51:58Z (GMT). No. of bitstreams: 1
ieee std 270-2006.pdf: 666034 bytes, checksum: 885757ca50beebedd3d8c3c9a6824221 (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/125013,"Standard Definitions for Selected Quantities, Units, and Related Terms, with Special Attention to the International System of Units (SI)",,"Standard Definitions for Selected Quantities, Units, and Related Terms, with Special Attention to the International System of Units (SI)"
40,07a0d71f-cf67-46c8-aca0-a9d8f09eab84,ANSI C63.12  : 1999,1999.0,"Made available in DSpace on 2017-02-23T06:00:58Z (GMT). No. of bitstreams: 1
c63.12-1999.pdf: 370172 bytes, checksum: 7bad37b3427cd900d69274a5dc5dd45d (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-05-05T08:41:35Z (GMT). No. of bitstreams: 1
c63.12-1999.pdf: 370172 bytes, checksum: 7bad37b3427cd900d69274a5dc5dd45d (MD5)
  Previous issue date: 1999",http://localhost:8080/xmlui/handle/108/124447,American National Standard recommended practice for electromagnetic compatibility limits,,American National Standard recommended practice for electromagnetic compatibility limits
41,07b805cf-4237-479a-9879-ce19c021e8f0,IEEE Std 845  : 1999,1999.0,"Made available in DSpace on 2017-02-23T06:07:06Z (GMT). No. of bitstreams: 1
845-1999.pdf: 60378 bytes, checksum: 268f056bada57abcbce086bacc31e999 (MD5)
  Previous issue date: 1999||Made available in DSpace on 2021-05-05T08:53:23Z (GMT). No. of bitstreams: 1
845-1999.pdf: 60378 bytes, checksum: 268f056bada57abcbce086bacc31e999 (MD5)
  Previous issue date: 1999",http://localhost:8080/xmlui/handle/108/125081,Guide for the evaluation of human-system performance in nuclear power generating stations,,Guide for the evaluation of human-system performance in nuclear power generating stations
42,082dbefa-1b5d-41d3-bf0b-c153302a59d9,IEEE Std C37.04  : 1999 Cor 1  : 2009,2009.0,"Made available in DSpace on 2017-02-23T06:01:22Z (GMT). No. of bitstreams: 1
c37.04-1999 cor 1-2009.pdf: 661554 bytes, checksum: 0091041e37335500197a139163f2bb1b (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-05T08:44:42Z (GMT). No. of bitstreams: 1
c37.04-1999 cor 1-2009.pdf: 661554 bytes, checksum: 0091041e37335500197a139163f2bb1b (MD5)
  Previous issue date: 2009",http://localhost:8080/xmlui/handle/108/124668,Standard for Rating Structure for AC High-Voltage Circuit Breakers Corrigendum 1,,Standard for Rating Structure for AC High-Voltage Circuit Breakers Corrigendum 1
43,0851492e-7d1c-4dc8-a444-c82e82ec8d8b,IEEE Std C135.62  : 2009,2009.0,"Made available in DSpace on 2017-02-23T06:00:41Z (GMT). No. of bitstreams: 1
c135.62-2009.pdf: 517922 bytes, checksum: f61eef4fa8a128fe5424476a2e146237 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-05T08:50:56Z (GMT). No. of bitstreams: 1
c135.62-2009.pdf: 517922 bytes, checksum: f61eef4fa8a128fe5424476a2e146237 (MD5)
  Previous issue date: 2009",http://localhost:8080/xmlui/handle/108/124297,Standard for Zinc-Coated Forged Anchor Shackles,,Standard for Zinc-Coated Forged Anchor Shackles
44,08bfd026-d3e5-425d-befc-b5e0f5fc27fd,IEEE Std C37.66  : 2005,2005.0,"Made available in DSpace on 2017-02-23T06:01:13Z (GMT). No. of bitstreams: 1
c37.66-2005.pdf: 1528238 bytes, checksum: 8531ff85c1b3132afa376e0e5ec018d3 (MD5)
  Previous issue date: 2005||Made available in DSpace on 2021-05-05T08:43:28Z (GMT). No. of bitstreams: 1
c37.66-2005.pdf: 1528238 bytes, checksum: 8531ff85c1b3132afa376e0e5ec018d3 (MD5)
  Previous issue date: 2005",http://localhost:8080/xmlui/handle/108/124587,Standard Requirements for Capacitor Switches for AC Systems (1 kV to 38 kV),,Standard Requirements for Capacitor Switches for AC Systems (1 kV to 38 kV)
45,08d459a7-e39d-4a44-9f87-97249475229d,IEEE Std 1662  : 2008,2008.0,"Made available in DSpace on 2017-02-23T06:01:28Z (GMT). No. of bitstreams: 1
1662-2008.pdf: 1439833 bytes, checksum: 6160a14376686dbd10605e9efb68a70b (MD5)
  Previous issue date: 2008||Made available in DSpace on 2021-05-05T08:45:45Z (GMT). No. of bitstreams: 1
1662-2008.pdf: 1439833 bytes, checksum: 6160a14376686dbd10605e9efb68a70b (MD5)
  Previous issue date: 2008",http://localhost:8080/xmlui/handle/108/124727,Guide for the Design and Application of Power Electronics in Electrical Power Systems on Ships,,Guide for the Design and Application of Power Electronics in Electrical Power Systems on Ships
46,08e4b0f4-a616-46ce-9b9a-9c5ea604228a,IEEE Std 149  : 1979,1979.0,"Made available in DSpace on 2017-02-23T06:07:02Z (GMT). No. of bitstreams: 1
ieee std 149-1979.pdf: 1323624 bytes, checksum: 09f6b26920a9f7ddadcf4575b7edd70e (MD5)
  Previous issue date: 1979||Made available in DSpace on 2021-05-05T08:52:34Z (GMT). No. of bitstreams: 1
ieee std 149-1979.pdf: 1323624 bytes, checksum: 09f6b26920a9f7ddadcf4575b7edd70e (MD5)
  Previous issue date: 1979",http://localhost:8080/xmlui/handle/108/125048,Standard test procedures for antennas,,Standard test procedures for antennas
47,08f6fec0-282f-44bf-b72d-aa33da528404,IEEE Std 977  : 1991,1991.0,"Made available in DSpace on 2017-02-23T06:06:44Z (GMT). No. of bitstreams: 1
977-1991.pdf: 2458662 bytes, checksum: de6ea0dce21e72589124abf5c55f0736 (MD5)
  Previous issue date: 1991||Made available in DSpace on 2021-05-05T08:48:39Z (GMT). No. of bitstreams: 1
977-1991.pdf: 2458662 bytes, checksum: de6ea0dce21e72589124abf5c55f0736 (MD5)
  Previous issue date: 1991",http://localhost:8080/xmlui/handle/108/124876,Guide to installation of foundations for transmission line structures,,Guide to installation of foundations for transmission line structures
48,096d8c04-4709-4dc3-b692-cf83fae19e1b,IEEE Std 1184  : 2006,2006.0,"Made available in DSpace on 2017-02-23T06:07:09Z (GMT). No. of bitstreams: 1
1184-2006.pdf: 796483 bytes, checksum: 164095d31b402ace2b36d4bacbca7360 (MD5)
  Previous issue date: 2006||Made available in DSpace on 2021-05-05T08:54:00Z (GMT). No. of bitstreams: 1
1184-2006.pdf: 796483 bytes, checksum: 164095d31b402ace2b36d4bacbca7360 (MD5)
  Previous issue date: 2006",http://localhost:8080/xmlui/handle/108/125106,Guide for Batteries for Uninterruptible Power Supply Systems,,Guide for Batteries for Uninterruptible Power Supply Systems
