id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.description.sponsorship[],dc.description[],dc.identifier.uri,dc.publisher[],dc.publisher[en_US],dc.source[],dc.subject[],dc.subject[en_US],dc.title.alternative[],dc.title[],dc.title[en_US],dc.type[]
"04634a00-354d-44ce-b6cd-cfa9927e3a35","108/39",,"2021-05-20T05:20:52Z","2016-12-08T10:41:20Z","2021-05-20T05:20:52Z","2016-12-08T10:41:20Z","2009","Made available in DSpace on 2016-12-08T10:41:20Z (GMT). No. of bitstreams: 1
slide27.jpg: 74385 bytes, checksum: 8f57cff38a3e81c8dbc992aae59e14d8 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:20:52Z (GMT). No. of bitstreams: 1
slide27.jpg: 74385 bytes, checksum: 8f57cff38a3e81c8dbc992aae59e14d8 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84248",,,,"ARDE||Technical Events",,,"Trial Team",,
"05eae94b-e4ec-49b9-a968-3c71b0698efa","108/39",,"2021-05-20T05:22:41Z","2016-12-08T10:41:28Z","2021-05-20T05:22:41Z","2016-12-08T10:41:28Z",,"Made available in DSpace on 2016-12-08T10:41:28Z (GMT). No. of bitstreams: 1
propellant grain.tif: 18641456 bytes, checksum: 75d73152e9b5a1a68679bc1e4b1ad657 (MD5)||Made available in DSpace on 2021-05-20T05:22:41Z (GMT). No. of bitstreams: 1
propellant grain.tif: 18641456 bytes, checksum: 75d73152e9b5a1a68679bc1e4b1ad657 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84343",,,,"ARDE||Products",,,"Propellant grain",,
"063d36d2-75e1-4d70-9c38-cb0f491c6c3a","108/39",,"2021-05-20T05:19:38Z","2016-12-08T10:41:13Z","2021-05-20T05:19:38Z","2016-12-08T10:41:13Z","2009","Made available in DSpace on 2016-12-08T10:41:13Z (GMT). No. of bitstreams: 1
picture6.2.jpg: 88989 bytes, checksum: 8bf9026e0a70a9cb01e0dad84915012c (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:19:38Z (GMT). No. of bitstreams: 1
picture6.2.jpg: 88989 bytes, checksum: 8bf9026e0a70a9cb01e0dad84915012c (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84174",,,,"ARDE||Products||AD Gun",,,"AD Gun",,
"06769195-3418-42ee-9e83-683e2feac579","108/39",,"2021-05-20T05:20:48Z","2016-12-08T10:41:19Z","2021-05-20T05:20:48Z","2016-12-08T10:41:19Z","2009","Made available in DSpace on 2016-12-08T10:41:19Z (GMT). No. of bitstreams: 1
250kg_hsld_bomb.bmp: 22366398 bytes, checksum: 380713562416aeaa2383b543e4267dc9 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:20:48Z (GMT). No. of bitstreams: 1
250kg_hsld_bomb.bmp: 22366398 bytes, checksum: 380713562416aeaa2383b543e4267dc9 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84240",,,,"ARDE||Products||Air Armament||Aircraft Bomb||High Speed Low Drag||Ballistic Tail U",,,"250kg HSLD Bomb.bmp",,
"06798f07-ef77-4bc0-8a5a-39a38b34101b","108/39","ARDE","2021-05-20T05:27:24Z","2018-04-06T05:24:27Z","2021-05-20T05:27:24Z","2018-04-06T05:24:27Z","2018","Made available in DSpace on 2018-04-06T05:24:27Z (GMT). No. of bitstreams: 1
lfg quick actions.jpg: 3150480 bytes, checksum: fe44ed985d8c90fa361fc4279c1aa409 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:27:24Z (GMT). No. of bitstreams: 1
lfg quick actions.jpg: 3150480 bytes, checksum: fe44ed985d8c90fa361fc4279c1aa409 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153167",,,,,,,"LFG Quick Actions",,
"084458f3-6886-4eee-b0d9-8f70f8e2e865","108/39",,"2021-05-20T05:21:08Z","2016-12-08T10:41:23Z","2021-05-20T05:21:08Z","2016-12-08T10:41:23Z","2009","Made available in DSpace on 2016-12-08T10:41:23Z (GMT). No. of bitstreams: 1
slide3.jpg: 82369 bytes, checksum: 73d97ea4a12f75123ea3cb93a89bd33f (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:21:08Z (GMT). No. of bitstreams: 1
slide3.jpg: 82369 bytes, checksum: 73d97ea4a12f75123ea3cb93a89bd33f (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84287",,,,"ARDE||Products||Tank guns||Tanks||Upgunning",,,"Tank T-55 Upgunned - mounted with FRP thermal jacket",,
"087b8bd1-7dfd-4a0b-b31a-b421fb3e75c8","108/39",,"2021-05-20T05:19:24Z","2016-12-08T10:41:12Z","2021-05-20T05:19:24Z","2016-12-08T10:41:12Z","2009","Made available in DSpace on 2016-12-08T10:41:12Z (GMT). No. of bitstreams: 1
picture4.jpg: 27393 bytes, checksum: d0cf308173e4e6907593c06196564eb2 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:19:24Z (GMT). No. of bitstreams: 1
picture4.jpg: 27393 bytes, checksum: d0cf308173e4e6907593c06196564eb2 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84162",,,,"ARDE||Products||RDMS||Mines",,,"Passing of Tank on Submunition",,
"08a33877-1e37-42a8-b25d-5dd9eaf92c91","108/39",,"2021-05-20T05:24:29Z","2016-12-08T10:41:38Z","2021-05-20T05:24:29Z","2016-12-08T10:41:38Z","2009","Made available in DSpace on 2016-12-08T10:41:38Z (GMT). No. of bitstreams: 1
2 lt gen. noble thamburaj- sm- 10-07-08.jpg: 721282 bytes, checksum: 9e8ab6949fc32a78ce188f93cfa24f11 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:24:29Z (GMT). No. of bitstreams: 1
2 lt gen. noble thamburaj- sm- 10-07-08.jpg: 721282 bytes, checksum: 9e8ab6949fc32a78ce188f93cfa24f11 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84453",,,,"ARDE||Visits||Pinaka",,,"Lt Gen. Noble Thamburaj- SM- 10-07-08",,
"09b37f7a-68e4-43fb-99fa-6b8ee38d3969","108/39",,"2021-05-20T05:22:45Z","2016-12-08T10:41:29Z","2021-05-20T05:22:45Z","2016-12-08T10:41:29Z",,"Made available in DSpace on 2016-12-08T10:41:29Z (GMT). No. of bitstreams: 1
c-2.jpg: 970991 bytes, checksum: 06732368d2fb9b401d4e6b261d55be56 (MD5)||Made available in DSpace on 2021-05-20T05:22:45Z (GMT). No. of bitstreams: 1
c-2.jpg: 970991 bytes, checksum: 06732368d2fb9b401d4e6b261d55be56 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84355",,,,"ARDE||Products||visits||Rajiv Gandhi||Insas",,,"Visit of Prime Minister Rajiv Gandhi",,
"09e21b3c-fe87-47f9-bc60-7ba2e37aaa22","108/39","ARDE","2021-05-20T05:26:57Z","2018-04-06T05:24:25Z","2021-05-20T05:26:57Z","2018-04-06T05:24:25Z","2018","Made available in DSpace on 2018-04-06T05:24:25Z (GMT). No. of bitstreams: 1
insas lmg in action-1.jpg: 172756 bytes, checksum: 7c43664c4d35064da1e5b96a87f899cc (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:26:57Z (GMT). No. of bitstreams: 1
insas lmg in action-1.jpg: 172756 bytes, checksum: 7c43664c4d35064da1e5b96a87f899cc (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153156",,,,,,,"INSAS LMG IN ACTION",,
"0a526726-9bd1-49ba-ab30-c7556d182d1c","108/39",,"2021-05-20T05:20:22Z","2016-12-08T10:41:20Z","2021-05-20T05:20:22Z","2016-12-08T10:41:20Z","2009","Made available in DSpace on 2016-12-08T10:41:20Z (GMT). No. of bitstreams: 1
rdms warhead.jpg: 48304 bytes, checksum: b1bdd12c79806795d95da8c24c7fd799 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:20:22Z (GMT). No. of bitstreams: 1
rdms warhead.jpg: 48304 bytes, checksum: b1bdd12c79806795d95da8c24c7fd799 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84245",,,,"ARDE||Products||RDMS||Mines||Warhead",,,"Remotely Delivered Anti Tank Submunition System (RDMS) Warhead",,
"0bfb619a-5827-4c1c-91d0-d569cd31f8e8","108/39",,"2021-05-20T05:19:47Z","2016-12-08T10:41:14Z","2021-05-20T05:19:47Z","2016-12-08T10:41:14Z","2009","Made available in DSpace on 2016-12-08T10:41:14Z (GMT). No. of bitstreams: 1
cart eru 204 mk 2_1.jpg: 362615 bytes, checksum: 1d08e1e9a156259a115ddbdea699f2c7 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:19:47Z (GMT). No. of bitstreams: 1
cart eru 204 mk 2_1.jpg: 362615 bytes, checksum: 1d08e1e9a156259a115ddbdea699f2c7 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84184",,,,"ARDE||Products||Air Armament||Power Cartridge",,,"Cart ERU 204 Mk 2 1",,
"0c3b6c26-b309-4b65-b359-da9834c344be","108/39",,"2021-05-20T05:19:52Z","2016-12-08T10:41:15Z","2021-05-20T05:19:52Z","2016-12-08T10:41:15Z","2009","Made available in DSpace on 2016-12-08T10:41:15Z (GMT). No. of bitstreams: 1
lwt warhead 2.jpg: 20776 bytes, checksum: 05c3a87002566901366928a3d748eb08 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:19:52Z (GMT). No. of bitstreams: 1
lwt warhead 2.jpg: 20776 bytes, checksum: 05c3a87002566901366928a3d748eb08 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84189",,,,"ARDE||Products||Warhead",,,"LWT Warhead",,
"0cb84e34-6fcc-4655-8a9d-53a805df7f72","108/39","ARDE","2021-05-20T05:27:18Z","2018-04-06T05:24:31Z","2021-05-20T05:27:18Z","2018-04-06T05:24:31Z","2018","Made available in DSpace on 2018-04-06T05:24:31Z (GMT). No. of bitstreams: 1
51mm illu.jpg: 468106 bytes, checksum: 6afc6e96450f4384346f929a9743328f (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:27:18Z (GMT). No. of bitstreams: 1
51mm illu.jpg: 468106 bytes, checksum: 6afc6e96450f4384346f929a9743328f (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153195",,,,,,,"51mm illu",,
"0cc03cc3-7637-4920-9e1a-7797a1b3dfa0","108/39",,"2021-05-20T05:28:26Z","2016-12-08T10:41:02Z","2021-05-20T05:28:26Z","2016-12-08T10:41:02Z",,"Made available in DSpace on 2016-12-08T10:41:02Z (GMT). No. of bitstreams: 1
sporting gloriey.pdf: 6886985 bytes, checksum: eb04ec63295c1aa531e4584e083df948 (MD5)||Made available in DSpace on 2021-05-20T05:28:26Z (GMT). No. of bitstreams: 1
sporting gloriey.pdf: 6886985 bytes, checksum: eb04ec63295c1aa531e4584e083df948 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84065",,,,"Golden Jubilee Celebrat",,,"Sporting Gloriey",,
"0dc4eade-3f85-4b08-be89-e1cb89167255","108/39",,"2021-05-20T05:19:19Z","2016-12-08T10:41:08Z","2021-05-20T05:19:19Z","2016-12-08T10:41:08Z",,"Made available in DSpace on 2016-12-08T10:41:08Z (GMT). No. of bitstreams: 1
utm.jpg: 17841 bytes, checksum: ff6a58f0cb227ab9c1c6d858e1039876 (MD5)||Made available in DSpace on 2021-05-20T05:19:19Z (GMT). No. of bitstreams: 1
utm.jpg: 17841 bytes, checksum: ff6a58f0cb227ab9c1c6d858e1039876 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84119",,,,"ARDE||Test Facilities||Metallurgy  &  Materials Science",,,"Vickers Hardness Tester",,
"0dcee590-6fd3-428c-85f1-ce4984279c22","108/39",,"2021-05-20T05:20:55Z","2016-12-08T10:41:21Z","2021-05-20T05:20:55Z","2016-12-08T10:41:21Z","2009","Made available in DSpace on 2016-12-08T10:41:21Z (GMT). No. of bitstreams: 1
dsc_0093.jpg: 3078372 bytes, checksum: eb835b894dadc3aec4c57791f84c5560 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:20:55Z (GMT). No. of bitstreams: 1
dsc_0093.jpg: 3078372 bytes, checksum: eb835b894dadc3aec4c57791f84c5560 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84257",,,,"ARDE||Technical Events||RDMS||PUTE",,,"RDMS Project team during Pre User Technical Evaluation (PUTE) Tria",,
"0ddb08a2-1899-4f49-a01e-2b8e3f53a241","108/39",,"2021-05-20T05:22:12Z","2016-12-08T10:41:33Z","2021-05-20T05:22:12Z","2016-12-08T10:41:33Z","2009","Made available in DSpace on 2016-12-08T10:41:33Z (GMT). No. of bitstreams: 1
incendiary submunition.jpg: 31186 bytes, checksum: 696643dbadbda51ba2f1a17c7423a0c4 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:22:12Z (GMT). No. of bitstreams: 1
incendiary submunition.jpg: 31186 bytes, checksum: 696643dbadbda51ba2f1a17c7423a0c4 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84398",,,,"ARDE||Products||Warhead||Mines",,,"INCENDIARY SUBMUNITION",,
"0e09d42a-6396-4981-b4a2-c32fe7ee368f","108/39",,"2021-05-20T05:23:10Z","2016-12-08T10:41:31Z","2021-05-20T05:23:10Z","2016-12-08T10:41:31Z",,"Made available in DSpace on 2016-12-08T10:41:31Z (GMT). No. of bitstreams: 1
str_ana_1.jpg: 531677 bytes, checksum: 9e06a3daf844407374f6ca1ebe10a7ca (MD5)||Made available in DSpace on 2021-05-20T05:23:10Z (GMT). No. of bitstreams: 1
str_ana_1.jpg: 531677 bytes, checksum: 9e06a3daf844407374f6ca1ebe10a7ca (MD5)",,,"http://localhost:8080/xmlui/handle/108/84380",,,,"ARDE||Products||CADAS",,,"Structural analysis using ANSYS",,
"0e9ebf10-83e3-413d-b5d4-7c9b2a848bc1","108/39","ARDE","2021-05-20T05:27:29Z","2018-04-06T05:24:27Z","2021-05-20T05:27:29Z","2018-04-06T05:24:27Z","2018","Made available in DSpace on 2018-04-06T05:24:27Z (GMT). No. of bitstreams: 1
pinaka loader cum replenish vehicle.jpg: 66348 bytes, checksum: 40636f4fe381cba8f59f64489c708a5d (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:27:29Z (GMT). No. of bitstreams: 1
pinaka loader cum replenish vehicle.jpg: 66348 bytes, checksum: 40636f4fe381cba8f59f64489c708a5d (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153171",,,,,,,"PINAKA LOADER CUM REPLENISH VEHICLE",,
"0ef76b0a-3f63-45cf-affd-8e51449759b4","108/39",,"2021-05-20T05:20:08Z","2016-12-08T10:41:16Z","2021-05-20T05:20:08Z","2016-12-08T10:41:16Z","2009","Made available in DSpace on 2016-12-08T10:41:16Z (GMT). No. of bitstreams: 1
cart recocking defa.jpg: 76626 bytes, checksum: 6925cc308f334d659e40da4e9070eb5f (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:20:08Z (GMT). No. of bitstreams: 1
cart recocking defa.jpg: 76626 bytes, checksum: 6925cc308f334d659e40da4e9070eb5f (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84202",,,,"ARDE||Products||Air Armament||Power Cartridge",,,"Cart Recocking Defa",,
"0f7ba312-6a28-45e4-9e02-47fc08eacf09","108/39","ARDE","2021-05-20T05:27:53Z","2018-04-06T05:24:32Z","2021-05-20T05:27:53Z","2018-04-06T05:24:32Z","2018","Made available in DSpace on 2018-04-06T05:24:32Z (GMT). No. of bitstreams: 1
multi point initiation sam.jpg: 1379835 bytes, checksum: d0bbf7332cbf007c00531c57baccebf5 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:27:53Z (GMT). No. of bitstreams: 1
multi point initiation sam.jpg: 1379835 bytes, checksum: d0bbf7332cbf007c00531c57baccebf5 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153203",,,,,,,"MULTI POINT INITIATION SAM",,
"0fd5863a-1885-4b45-a9e6-3286be0ea929","108/39",,"2021-05-20T05:22:07Z","2016-12-08T10:41:05Z","2021-05-20T05:22:07Z","2016-12-08T10:41:05Z",,"Made available in DSpace on 2016-12-08T10:41:05Z (GMT). No. of bitstreams: 1
telemetry image12.jpg: 10291 bytes, checksum: ac2819319001c282fce803e99b4e1435 (MD5)||Made available in DSpace on 2021-05-20T05:22:07Z (GMT). No. of bitstreams: 1
telemetry image12.jpg: 10291 bytes, checksum: ac2819319001c282fce803e99b4e1435 (MD5)",,,"http://localhost:8080/xmlui/handle/108/84089",,,,"ARDE||Products||Telemetry",,,"CLGM SAMHO",,
"1023be04-28bc-4d07-8eb7-66a3ee4a1f5f","108/39",,"2021-05-20T05:28:28Z","2016-12-08T10:41:05Z","2021-05-20T05:28:28Z","2016-12-08T10:41:05Z",,"Made available in DSpace on 2016-12-08T10:41:05Z (GMT). No. of bitstreams: 1
cfd.jpg: 1755951 bytes, checksum: 659c53338fc3fff8b9af924d7f218cce (MD5)||Made available in DSpace on 2021-05-20T05:28:28Z (GMT). No. of bitstreams: 1
cfd.jpg: 1755951 bytes, checksum: 659c53338fc3fff8b9af924d7f218cce (MD5)",,,"http://localhost:8080/xmlui/handle/108/84092",,,,"ARDE||Products||CADAS",,,"Modeling using CFD",,
"10314514-61d2-46a0-b57f-7f344cb0e172","108/39",,"2021-05-20T05:25:38Z","2016-12-08T10:41:43Z","2021-05-20T05:25:38Z","2016-12-08T10:41:43Z","2013","Made available in DSpace on 2016-12-08T10:41:43Z (GMT). No. of bitstreams: 4
ard_0020.jpg: 5545268 bytes, checksum: c1e0d3232ef3c75f78f541f40997b9fb (MD5)
ard_0019.jpg: 4688750 bytes, checksum: 3e8cecb01693e6173da1bb2c27793d44 (MD5)
ard_00161.jpg: 5125992 bytes, checksum: 133852de5e2efb8e5f8fbbb6675f6797 (MD5)
ard_0012.jpg: 5472115 bytes, checksum: 82e02381d26d09dfc61b04cf5c198b1f (MD5)
  Previous issue date: 2013||Made available in DSpace on 2021-05-20T05:25:38Z (GMT). No. of bitstreams: 4
ard_0020.jpg: 5545268 bytes, checksum: c1e0d3232ef3c75f78f541f40997b9fb (MD5)
ard_0019.jpg: 4688750 bytes, checksum: 3e8cecb01693e6173da1bb2c27793d44 (MD5)
ard_00161.jpg: 5125992 bytes, checksum: 133852de5e2efb8e5f8fbbb6675f6797 (MD5)
ard_0012.jpg: 5472115 bytes, checksum: 82e02381d26d09dfc61b04cf5c198b1f (MD5)
  Previous issue date: 2013",,,"http://localhost:8080/xmlui/handle/108/84488",,,,"VIP Visits||31 Jul 2013",,,"LTTPP MEETING",,
"107797ea-755c-4ea7-a250-a5664dbdebd9","108/39",,"2021-05-20T05:23:43Z","2016-12-08T10:41:34Z","2021-05-20T05:23:43Z","2016-12-08T10:41:34Z","2009","Made available in DSpace on 2016-12-08T10:41:34Z (GMT). No. of bitstreams: 1
motor tubes.jpg: 43249 bytes, checksum: 80b79f0447a16a2d8580ac86301fd808 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:23:43Z (GMT). No. of bitstreams: 1
motor tubes.jpg: 43249 bytes, checksum: 80b79f0447a16a2d8580ac86301fd808 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84412",,,,"ARDE||Products||Rockets",,,"Motor tubes",,
"107ffead-f51c-46a6-bbfa-856fe30a12b4","108/39",,"2021-05-20T05:19:17Z","2016-12-08T10:41:10Z","2021-05-20T05:19:17Z","2016-12-08T10:41:10Z",,"Made available in DSpace on 2016-12-08T10:41:10Z (GMT). No. of bitstreams: 1
xray_radio.jpg: 10912 bytes, checksum: 8e85526f851ced81debab90a069dda2c (MD5)||Made available in DSpace on 2021-05-20T05:19:17Z (GMT). No. of bitstreams: 1
xray_radio.jpg: 10912 bytes, checksum: 8e85526f851ced81debab90a069dda2c (MD5)",,,"http://localhost:8080/xmlui/handle/108/84135",,,,"ARDE||Test Facilities||Metallurgy  &  Materials Science",,,"Portable X-ray Radiography Machine",,
"11071eae-6241-401c-86c8-fcc75a662702","108/39",,"2021-05-20T05:20:57Z","2016-12-08T10:41:22Z","2021-05-20T05:20:57Z","2016-12-08T10:41:22Z",,"Made available in DSpace on 2016-12-08T10:41:22Z (GMT). No. of bitstreams: 1
fuze e fine 3.jpg: 997722 bytes, checksum: 08f74915cfae5bb1bbfb841e0ef57c2e (MD5)||Made available in DSpace on 2021-05-20T05:20:57Z (GMT). No. of bitstreams: 1
fuze e fine 3.jpg: 997722 bytes, checksum: 08f74915cfae5bb1bbfb841e0ef57c2e (MD5)",,,"http://localhost:8080/xmlui/handle/108/84266",,,,"ARDE||Products||Munition System||Proximity Fuze",,,"Fuze e fine",,
"11671791-5504-484b-ac08-30a9e3d3e3eb","108/39",,"2021-05-20T05:19:12Z","2016-12-08T10:41:12Z","2021-05-20T05:19:12Z","2016-12-08T10:41:12Z","2009","Made available in DSpace on 2016-12-08T10:41:12Z (GMT). No. of bitstreams: 1
slide14.jpg: 71077 bytes, checksum: 0a565750e21fd5d180fc70dd1b42d261 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:19:12Z (GMT). No. of bitstreams: 1
slide14.jpg: 71077 bytes, checksum: 0a565750e21fd5d180fc70dd1b42d261 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84161",,,,"ARDE||Technical Events||Arjun MBT",,,"ARDE Trial Team",,
"118e9077-62d6-407c-9d3f-5c3a968d5bf7","108/39",,"2021-05-20T05:23:55Z","2016-12-08T10:41:36Z","2021-05-20T05:23:55Z","2016-12-08T10:41:36Z","2009","Made available in DSpace on 2016-12-08T10:41:36Z (GMT). No. of bitstreams: 1
gps-ins bomb.jpg: 59635 bytes, checksum: 7080899376bdbb8dad73cff5389a085a (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:23:55Z (GMT). No. of bitstreams: 1
gps-ins bomb.jpg: 59635 bytes, checksum: 7080899376bdbb8dad73cff5389a085a (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84423",,,,"ARDE||Products||Air Armament||Aircraft Bomb",,,"GPS-INS Bomb",,
"11b4c1e5-57a8-4bd1-9845-809cf86ee04e","108/39","ARDE","2021-05-20T05:27:14Z","2018-04-06T05:24:26Z","2021-05-20T05:27:14Z","2018-04-06T05:24:26Z","2018","Made available in DSpace on 2018-04-06T05:24:26Z (GMT). No. of bitstreams: 1
40 mm air burst grenade.jpg: 914776 bytes, checksum: 764a51da6eaa786c1dc126799092b53c (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-20T05:27:14Z (GMT). No. of bitstreams: 1
40 mm air burst grenade.jpg: 914776 bytes, checksum: 764a51da6eaa786c1dc126799092b53c (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/153162",,,,,,,"40 mm Air burst grenade",,
"1259bb55-664b-407f-94d6-668e6c3d1e2a","108/39",,"2021-05-20T05:25:47Z","2016-12-08T10:41:43Z","2021-05-20T05:25:47Z","2016-12-08T10:41:43Z",,"Made available in DSpace on 2016-12-08T10:41:43Z (GMT). No. of bitstreams: 1
insas lmg ahsp handing over.jpg: 4155638 bytes, checksum: ff3aed6b4debee68608d0f426d4254dc (MD5)||Made available in DSpace on 2021-05-20T05:25:47Z (GMT). No. of bitstreams: 1
insas lmg ahsp handing over.jpg: 4155638 bytes, checksum: ff3aed6b4debee68608d0f426d4254dc (MD5)",,,"http://localhost:8080/xmlui/handle/108/84490",,,,"ARDE||Products||Insas",,,"INSAS LMG AHSP handing over",,
"138442ed-0e3e-4f27-b191-0ddf5eb82b8e","108/39",,"2021-05-20T05:21:04Z","2016-12-08T10:41:22Z","2021-05-20T05:21:04Z","2016-12-08T10:41:22Z","2009","Made available in DSpace on 2016-12-08T10:41:22Z (GMT). No. of bitstreams: 1
picture5.1.jpg: 137630 bytes, checksum: 04b02e53ee46005664448a5eae7d21ac (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-20T05:21:04Z (GMT). No. of bitstreams: 1
picture5.1.jpg: 137630 bytes, checksum: 04b02e53ee46005664448a5eae7d21ac (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/84272",,,,"ARDE||Products||AD Gun",,,"AD Gun",,
"13e9ac4f-c1cb-408f-8853-29b681225df2","108/39",,"2021-05-20T05:29:39Z","2016-12-08T10:41:07Z","2021-05-20T05:29:39Z","2016-12-08T10:41:07Z",,"Made available in DSpace on 2016-12-08T10:41:07Z (GMT). No. of bitstreams: 1
images (9).jpg: 10403 bytes, checksum: d7da88e235a89b2696394c5fbaf8121b (MD5)||Made available in DSpace on 2021-05-20T05:29:39Z (GMT). No. of bitstreams: 1
images (9).jpg: 10403 bytes, checksum: d7da88e235a89b2696394c5fbaf8121b (MD5)",,,"http://localhost:8080/xmlui/handle/108/84103",,,,"ARDE||Products||Ballistics",,,"Ballistics chart",,
"14062717-2da7-498a-a4c7-6fd8735ccf79","108/39",,"2021-05-20T05:18:55Z","2017-01-23T07:36:51Z","2021-05-20T05:18:55Z","2017-01-23T07:36:51Z","2016","Made available in DSpace on 2017-01-23T07:36:51Z (GMT). No. of bitstreams: 5
200_0860.jpg: 304585 bytes, checksum: 75fce9fc97691e71685e077a9cb317ce (MD5)
200_0884.jpg: 342999 bytes, checksum: 56786420dfc46284984a7e324f8f2612 (MD5)
200_0892.jpg: 334089 bytes, checksum: 7b5b0d4b50335977049b61b215d4fe7e (MD5)
200_0898.jpg: 318095 bytes, checksum: 9904b1afa24d487cc095c40b0e9b87ef (MD5)
200_0903.jpg: 358502 bytes, checksum: 7aa12caba6d89cad24c4e9a793ea053f (MD5)
  Previous issue date: 2016||Made available in DSpace on 2021-05-20T05:18:55Z (GMT). No. of bitstreams: 5
200_0860.jpg: 304585 bytes, checksum: 75fce9fc97691e71685e077a9cb317ce (MD5)
200_0884.jpg: 342999 bytes, checksum: 56786420dfc46284984a7e324f8f2612 (MD5)
200_0892.jpg: 334089 bytes, checksum: 7b5b0d4b50335977049b61b215d4fe7e (MD5)
200_0898.jpg: 318095 bytes, checksum: 9904b1afa24d487cc095c40b0e9b87ef (MD5)
200_0903.jpg: 358502 bytes, checksum: 7aa12caba6d89cad24c4e9a793ea053f (MD5)
  Previous issue date: 2016",,,"http://localhost:8080/xmlui/handle/108/123934",,,,,,,"VVIP VISIT OF 56th NDC COURSE",,
"143d1772-bf23-4bf3-aeaf-ec090afb6ee0","108/39",,"2021-05-20T05:21:18Z","2016-12-08T10:41:23Z","2021-05-20T05:21:18Z","2016-12-08T10:41:23Z",,"Made available in DSpace on 2016-12-08T10:41:23Z (GMT). No. of bitstreams: 1
mps watching insas.jpg: 49479 bytes, checksum: fac0d52aa00515a2c248d1fb8f022d1e (MD5)||Made available in DSpace on 2021-05-20T05:21:18Z (GMT). No. of bitstreams: 1
mps watching insas.jpg: 49479 bytes, checksum: fac0d52aa00515a2c248d1fb8f022d1e (MD5)",,,"http://localhost:8080/xmlui/handle/108/84288",,,,"ARDE||Visits||Insas",,,"MPs watching INSAS",,
