id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.description.sponsorship[],dc.description[],dc.identifier.uri,dc.publisher[],dc.publisher[en_US],dc.source[],dc.subject[],dc.subject[en_US],dc.title.alternative[],dc.title[],dc.title[en_US],dc.type[]
"01250df2-1c89-4daa-84d5-83347a5a8d31","108/35",,"2021-05-18T04:27:19Z","2020-10-29T06:24:42Z","2021-05-18T04:27:19Z","2020-10-29T06:24:42Z","2020","Made available in DSpace on 2020-10-29T06:24:42Z (GMT). No. of bitstreams: 1
atags barrel burst.mp4: 25742621 bytes, checksum: c69f90f8b14c3c9696c3f7c920c0afbc (MD5)
  Previous issue date: 2020||Made available in DSpace on 2021-05-18T04:27:19Z (GMT). No. of bitstreams: 1
atags barrel burst.mp4: 25742621 bytes, checksum: c69f90f8b14c3c9696c3f7c920c0afbc (MD5)
  Previous issue date: 2020",,,"http://localhost:8080/xmlui/handle/108/174229","SlideInfo",,,"ATAGS||Barrel Burst||Artillery Gun||Ammunition||ArmaTube||ATAGS||MP4||25.7MB||00:04:03",,,"Why Did DRDO ATAGS Barrel Burst-",,
"032a2c02-c084-40ce-8840-ae082cc7db76","108/35",,"2021-05-18T04:27:56Z","2020-10-29T06:24:31Z","2021-05-18T04:27:56Z","2020-10-29T06:24:31Z","2009","Made available in DSpace on 2020-10-29T06:24:31Z (GMT). No. of bitstreams: 1
wheel flow forming.mp4: 7327046 bytes, checksum: c1370c91cff97b76c3fde96bfecd1e04 (MD5)
  Previous issue date: 2009||Made available in DSpace on 2021-05-18T04:27:56Z (GMT). No. of bitstreams: 1
wheel flow forming.mp4: 7327046 bytes, checksum: c1370c91cff97b76c3fde96bfecd1e04 (MD5)
  Previous issue date: 2009",,,"http://localhost:8080/xmlui/handle/108/174191","Global Metal Spinning Solutions",,,"Flow Forming||Spinning Machines||Metal Forming||ArmaTube||Flow Forming of Rocket Tube||MP4||7.3MB||00:02:27",,,"Wheel flow forming-spinning machines - Global Metal Spinning Solutions - DENN USA Metal Forming",,
"032fb56c-7968-4740-99e4-464f610fb70f","108/35",,"2021-05-18T04:27:42Z","2020-10-29T06:24:36Z","2021-05-18T04:27:42Z","2020-10-29T06:24:36Z","2017","Made available in DSpace on 2020-10-29T06:24:36Z (GMT). No. of bitstreams: 1
120 mm fsapds mk-ii ammunition.mp4: 5775307 bytes, checksum: c0d846089f74f999994d563fda83bf54 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:27:42Z (GMT). No. of bitstreams: 1
120 mm fsapds mk-ii ammunition.mp4: 5775307 bytes, checksum: c0d846089f74f999994d563fda83bf54 (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174202","Indianarmy Fans Club",,,"121 MM FSAPDS MK-II||Tank Ammunition||Ammunition||Arjun Tank||ArmaTube||FSAPDS/Tank Ammunition||MP4||5.8MB||00:01:42",,,"120 mm FSAPDS Mk-II Ammunition Completed Successfully -Arjun tank ammunition",,
"03f7387a-ba78-4a19-94f3-4f66527cd5d2","108/35",,"2021-05-18T04:27:29Z","2020-10-29T06:24:39Z","2021-05-18T04:27:29Z","2020-10-29T06:24:39Z","2019","Made available in DSpace on 2020-10-29T06:24:39Z (GMT). No. of bitstreams: 1
rockets 101.mp4: 20664868 bytes, checksum: 75d807ec062abbb01a18cac37d00a775 (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:27:29Z (GMT). No. of bitstreams: 1
rockets 101.mp4: 20664868 bytes, checksum: 75d807ec062abbb01a18cac37d00a775 (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174219","National Geographic",,,"Rocket||Rocket Launch||Space||ArmaTube||Pinaka MLRS||MP4||20.7MB||00:05:31",,,"Rockets 101 - National Geographic",,
"0445b4b2-67f5-4241-8844-d275a33b5289","108/35",,"2021-05-18T04:28:21Z","2020-10-29T06:24:22Z","2021-05-18T04:28:21Z","2020-10-29T06:24:22Z","2019","Made available in DSpace on 2020-10-29T06:24:22Z (GMT). No. of bitstreams: 1
defence- excalibur artillery shell.mp4: 54174200 bytes, checksum: fc2afe46c8f6c0d281237275ca4a45ac (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:28:21Z (GMT). No. of bitstreams: 1
defence- excalibur artillery shell.mp4: 54174200 bytes, checksum: fc2afe46c8f6c0d281237275ca4a45ac (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174166","MyNation",,,"Artillery shell||Artillery Ammunition||Ammunition||Artillery||PGM||Precision Guided Munitions||Guided Ammunition||ArmaTube||Autonomous Weapons||MP4||54.2MB||00:03:33",,,"How's The Defence- Excalibur Artillery Shell",,
"04987a93-8a4f-46e5-850e-a92bc63d220f","108/35",,"2021-05-18T04:27:58Z","2020-10-29T06:24:43Z","2021-05-18T04:27:58Z","2020-10-29T06:24:43Z","2019","Made available in DSpace on 2020-10-29T06:24:43Z (GMT). No. of bitstreams: 1
atags breaks world record in burst mode.mp4: 6437400 bytes, checksum: 6214fd82143a6579d17ae86773e00308 (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:27:58Z (GMT). No. of bitstreams: 1
atags breaks world record in burst mode.mp4: 6437400 bytes, checksum: 6214fd82143a6579d17ae86773e00308 (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174234","The Defenstar",,,"ATAGS||Artillery Gun||Ammunition||ATAGS Firing||ArmaTube||ATAGS||MP4||6.4MB||00:01:52",,,"India's ATAGS Howitzer Breaks World Record In Burst Mode",,
"05bf8cfe-e8f6-4241-83aa-8aa53759476e","108/35",,"2021-05-18T04:27:30Z","2020-10-29T06:24:39Z","2021-05-18T04:27:30Z","2020-10-29T06:24:39Z","2019","Made available in DSpace on 2020-10-29T06:24:39Z (GMT). No. of bitstreams: 1
drdo successfully tests pinaka missile system.mp4: 5656548 bytes, checksum: 2e5e11d06bfc86f02277517602e81ff9 (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:27:30Z (GMT). No. of bitstreams: 1
drdo successfully tests pinaka missile system.mp4: 5656548 bytes, checksum: 2e5e11d06bfc86f02277517602e81ff9 (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174218","Hindustan Times",,,"Pinaka||Missile System||DRDO||ArmaTube||Pinaka MLRS||MP4||5.7MB||00:01:20",,,"Watch: DRDO successfully tests Pinaka Missile System",,
"09fbf250-faa3-46e9-9286-1e9dea8a4296","108/35",,"2021-05-18T04:27:36Z","2020-10-29T06:24:38Z","2021-05-18T04:27:36Z","2020-10-29T06:24:38Z","2018","Made available in DSpace on 2020-10-29T06:24:38Z (GMT). No. of bitstreams: 1
pakistan's new gps-guided mortars.mp4: 26748992 bytes, checksum: b889ffd68f303d1d07cb007a7054e70a (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:27:36Z (GMT). No. of bitstreams: 1
pakistan's new gps-guided mortars.mp4: 26748992 bytes, checksum: b889ffd68f303d1d07cb007a7054e70a (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174210","Defence Squad",,,"Guided Mortars||PAK's GPS||Precision attacks||PGM||Munition||Threat to Indian Army||GPS-enabled mortar||ArmaTube||Guided Artillery shell||MP4||26.7MB||00:05:01",,,"Pakistan's New GPS-Guided Mortars Threat To Indian Army Pakistan GPS Mortar To Target Indian Army",,
"0ac269c1-34a1-46e0-ac86-5188851c4e1f","108/35",,"2021-05-18T04:28:05Z","2020-10-29T06:24:28Z","2021-05-18T04:28:05Z","2020-10-29T06:24:28Z","2017","Made available in DSpace on 2020-10-29T06:24:28Z (GMT). No. of bitstreams: 1
the life of a gun barrel.mp4: 51595082 bytes, checksum: 30887b1a968b9a29ca739259111eb2aa (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:28:05Z (GMT). No. of bitstreams: 1
the life of a gun barrel.mp4: 51595082 bytes, checksum: 30887b1a968b9a29ca739259111eb2aa (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174181","Rated Red",,,"Gun Barrel||high-end gun barrels||ArmaTube||Autofrettage process for Gun Barrel||MP4||51.6MB||00:04:22",,,"From Start to Finish- The Life of a Gun Barrel",,
"119022fe-115a-4301-b60a-b9050425accf","108/35",,"2021-05-18T04:28:27Z","2020-10-29T06:24:21Z","2021-05-18T04:28:27Z","2020-10-29T06:24:21Z","2017","Made available in DSpace on 2020-10-29T06:24:21Z (GMT). No. of bitstreams: 1
autopsy- m445 time fuze.mp4: 333829852 bytes, checksum: 3d817a08c058ee648ffac988bed02c9e (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:28:27Z (GMT). No. of bitstreams: 1
autopsy- m445 time fuze.mp4: 333829852 bytes, checksum: 3d817a08c058ee648ffac988bed02c9e (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174160","Msylvain",,,"time fuze||ArmaTube||Course Correction Fuze||MP4||333.8MB||00:24:59",,,"Autopsy- M445 time fuze (used) from a M-26 cluster bombs rocket",,
"152eb512-6336-4061-bb36-09a2f5a3f291","108/35",,"2021-05-18T04:28:15Z","2020-10-29T06:24:24Z","2021-05-18T04:28:15Z","2020-10-29T06:24:24Z","2019","Made available in DSpace on 2020-10-29T06:24:24Z (GMT). No. of bitstreams: 1
big railguns- the u.s. navy.mp4: 59548023 bytes, checksum: c59961ab989b7c36e9a25cdb9ead1456 (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:28:15Z (GMT). No. of bitstreams: 1
big railguns- the u.s. navy.mp4: 59548023 bytes, checksum: c59961ab989b7c36e9a25cdb9ead1456 (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174171","US Military News",,,"Railgun||Electromagnetic Railgun||US Navy's Warship||ArmaTube||Rail Gun||MP4||59.5MB||00:05:40",,,"Big Railguns- The U.S. Navy's Plan to Blow Away China and Russia in a War",,
"168ae429-cef7-4b16-9551-692590e25ade","108/35",,"2021-05-18T04:27:40Z","2020-10-29T06:24:37Z","2021-05-18T04:27:40Z","2020-10-29T06:24:37Z","2017","Made available in DSpace on 2020-10-29T06:24:37Z (GMT). No. of bitstreams: 1
tank ammunition.mp4: 57883270 bytes, checksum: a054335d76b14d435d64001c311b919f (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:27:40Z (GMT). No. of bitstreams: 1
tank ammunition.mp4: 57883270 bytes, checksum: a054335d76b14d435d64001c311b919f (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174206","Elbit Systems Land",,,"Tank Ammunition||Ammunition||Combat||ArmaTube||FSAPDS/Tank Ammunition||MP4||57.9MB||00:03:29",,,"Tank Ammunition Technology",,
"1948bafe-b31e-450c-ba5c-b33c4608c200","108/35",,"2021-05-18T04:27:35Z","2020-10-29T06:24:38Z","2021-05-18T04:27:35Z","2020-10-29T06:24:38Z","2018","Made available in DSpace on 2020-10-29T06:24:38Z (GMT). No. of bitstreams: 1
depleted uranium tank ammunition.mp4: 44184966 bytes, checksum: 4dd1b13fd22f46f2fa15c43ac719c212 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:27:35Z (GMT). No. of bitstreams: 1
depleted uranium tank ammunition.mp4: 44184966 bytes, checksum: 4dd1b13fd22f46f2fa15c43ac719c212 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174211","Matsimus",,,"Tank Ammunition||Ammunition||Depleted Uranium||Nuclear waste||ArmaTube||FSAPDS/Tank Ammunition||MP4||44.2MB||00:11:03",,,"Depleted Uranium Tank Ammunition",,
"1a52ca0c-227c-4d50-a7a3-5f49202e9ff9","108/35",,"2021-05-18T04:27:40Z","2020-10-29T06:24:36Z","2021-05-18T04:27:40Z","2020-10-29T06:24:36Z","2012","Made available in DSpace on 2020-10-29T06:24:36Z (GMT). No. of bitstreams: 1
discarding sabot dart slow motion.mp4: 3688659 bytes, checksum: 9b6ea4057676702f41b8078c06509c89 (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-05-18T04:27:40Z (GMT). No. of bitstreams: 1
discarding sabot dart slow motion.mp4: 3688659 bytes, checksum: 9b6ea4057676702f41b8078c06509c89 (MD5)
  Previous issue date: 2012",,,"http://localhost:8080/xmlui/handle/108/174205","hw97karbine",,,"APFSDS||Tank Ammunition||Ammunition||Sabot Ammunition||ArmaTube||FSAPDS/Tank Ammunition||MP4||3.7MB||00:01:35",,,"Discarding sabot dart slow motion 6000 frames per second",,
"1b474901-0c67-4e67-86e3-1e0ceea05307","108/35",,"2021-05-18T04:28:31Z","2020-10-29T06:24:18Z","2021-05-18T04:28:31Z","2020-10-29T06:24:18Z","2018","Made available in DSpace on 2020-10-29T06:24:18Z (GMT). No. of bitstreams: 1
autonomous weapons.mp4: 30904632 bytes, checksum: c5ae353baad3a095a2b0630605ef15e7 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:28:31Z (GMT). No. of bitstreams: 1
autonomous weapons.mp4: 30904632 bytes, checksum: c5ae353baad3a095a2b0630605ef15e7 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174155","Vox",,,"Autonomous Weapons||Artificial Intelligence||Automatic Weapons||ArmaTube||Autonomous Weapons||MP4||30.9 MB||00:04:00",,,"Autonomous weapons could change battlefields of the future",,
"1bdcf4cf-d3f7-42e6-8aa8-86510892245c","108/35",,"2021-05-18T04:28:09Z","2020-10-29T06:24:27Z","2021-05-18T04:28:09Z","2020-10-29T06:24:27Z","2018","Made available in DSpace on 2020-10-29T06:24:27Z (GMT). No. of bitstreams: 1
threat of ai weapons.mp4: 63678198 bytes, checksum: 1f5e240c0877aaba7451923675ec8626 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:28:09Z (GMT). No. of bitstreams: 1
threat of ai weapons.mp4: 63678198 bytes, checksum: 1f5e240c0877aaba7451923675ec8626 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174177","Veritasium",,,"AI Weapons||AI Threat||Weapons||Artificial Intelligence||ArmaTube||Autonomous Weapons||MP4||63.7MB||00:06:47",,,"The Threat of AI Weapons",,
"21b4d97c-baa8-4088-85f1-77a76663782d","108/35",,"2021-05-18T04:28:22Z","2020-10-29T06:24:22Z","2021-05-18T04:28:22Z","2020-10-29T06:24:22Z","2017","Made available in DSpace on 2020-10-29T06:24:22Z (GMT). No. of bitstreams: 1
us navy railgun firing compilation.mp4: 23501280 bytes, checksum: 390a95f1594fbbb85fa2feacf2ea4dec (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:28:22Z (GMT). No. of bitstreams: 1
us navy railgun firing compilation.mp4: 23501280 bytes, checksum: 390a95f1594fbbb85fa2feacf2ea4dec (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174165","Military Tech UPDATE",,,"Railgun||Electromagnetic Railgun||US Navy Railgun||Railgun Firing||ArmaTube||Rail Gun||MP4||23.5MB||00:06.28",,,"US Navy Electromagnetic Railgun Firing Compilation",,
"27833df7-8744-4a48-9d5e-db2d7d2dfbe1","108/35",,"2021-05-18T04:27:44Z","2020-10-29T06:24:36Z","2021-05-18T04:27:44Z","2020-10-29T06:24:36Z","2018","Made available in DSpace on 2020-10-29T06:24:36Z (GMT). No. of bitstreams: 1
how tank ammunition works.mp4: 176578765 bytes, checksum: b97f250a36bac53ad9d85c6b3fbd3800 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:27:44Z (GMT). No. of bitstreams: 1
how tank ammunition works.mp4: 176578765 bytes, checksum: b97f250a36bac53ad9d85c6b3fbd3800 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174200","The Scottish Koala",,,"Tank Ammunition||Ammunition||APFSDS||Composite Armor||ArmaTube||FSAPDS/Tank Ammunition||MP4||176.6MB||00:26:07",,,"How Tank Ammunition Works - Koala Explains- APFSDS vs. Composite Armor feat. Matsimus!",,
"2966c82a-11a1-48a0-ae35-08b10171a8b6","108/35",,"2021-05-18T04:28:30Z","2020-10-29T06:24:19Z","2021-05-18T04:28:30Z","2020-10-29T06:24:19Z","2019","Made available in DSpace on 2020-10-29T06:24:19Z (GMT). No. of bitstreams: 1
the m982 excalibur.mp4: 43014398 bytes, checksum: 77844a06e2851a3cea478cf54073092e (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:28:30Z (GMT). No. of bitstreams: 1
the m982 excalibur.mp4: 43014398 bytes, checksum: 77844a06e2851a3cea478cf54073092e (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174157","Military Cache",,,"GPS||Extended range||Artillery shell||Guided Artillery Shell||Land Projectiles||ArmaTube||Guided Artillery shell||MP4||43.0MB||00:03:34",,,"Raytheon's extended range guided artillery shell - The M982 Excalibur",,
"29872819-0597-4e3a-a27e-1cbd23a45c01","108/35",,"2021-05-18T04:28:14Z","2020-10-29T06:24:25Z","2021-05-18T04:28:14Z","2020-10-29T06:24:25Z","2018","Made available in DSpace on 2020-10-29T06:24:25Z (GMT). No. of bitstreams: 1
china builds rail gun.mp4: 25412483 bytes, checksum: 1032139db4d04b366dae4f789426fca4 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:28:14Z (GMT). No. of bitstreams: 1
china builds rail gun.mp4: 25412483 bytes, checksum: 1032139db4d04b366dae4f789426fca4 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174172","China Uncensored",,,"Railgun||Electromagnetic Railgun||Chinese military||Ship-mounted rail gun||ArmaTube||Rail Gun||MP4||25.4MB||00:06:47",,,"China Builds Secret New Rail Gun",,
"2a545584-d016-465e-88b8-d6454859a200","108/35",,"2021-05-18T04:27:54Z","2020-10-29T06:24:31Z","2021-05-18T04:27:54Z","2020-10-29T06:24:31Z","2018","Made available in DSpace on 2020-10-29T06:24:31Z (GMT). No. of bitstreams: 1
repkon cnc six roller flowforming machine.mp4: 47415443 bytes, checksum: f21f16cf3cb8ae26ff642d243affe6be (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:27:54Z (GMT). No. of bitstreams: 1
repkon cnc six roller flowforming machine.mp4: 47415443 bytes, checksum: f21f16cf3cb8ae26ff642d243affe6be (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174194","Repkon Machine",,,"Flow Forming||Roller Flow Forming||REPKON||ArmaTube||Flow Forming of Rocket Tube||MP4||47.4MB||00:03:12",,,"Repkon RFFM 665-472-400-CNC Six Roller Flow forming Machine",,
"2f3938d5-0ccd-4dc6-8014-7de4fd46110f","108/35",,"2021-05-18T04:28:23Z","2020-10-29T06:24:22Z","2021-05-18T04:28:23Z","2020-10-29T06:24:22Z","2018","Made available in DSpace on 2020-10-29T06:24:22Z (GMT). No. of bitstreams: 1
what is a railgun does - explained (hindi).mp4: 33491190 bytes, checksum: d64732d3b4d1be3993ba3bf983ee7df5 (MD5)
  Previous issue date: 2018||Made available in DSpace on 2021-05-18T04:28:23Z (GMT). No. of bitstreams: 1
what is a railgun does - explained (hindi).mp4: 33491190 bytes, checksum: d64732d3b4d1be3993ba3bf983ee7df5 (MD5)
  Previous issue date: 2018",,,"http://localhost:8080/xmlui/handle/108/174164","Defence Squad",,,"Railgun||Electromagnetic Railgun||Magnetic field||Lorentz force||India's Railgun||DRDO||ArmaTube||Rail Gun||MP4||33.5MB||00:07:31",,,"What Is A RAILGUN Does India Have A RAILGUN All About Electromagnetic Railgun - Explained",,
"31363b06-675e-46c6-a18c-caf90ff0eb02","108/35",,"2021-05-18T04:27:45Z","2020-10-29T06:24:43Z","2021-05-18T04:27:45Z","2020-10-29T06:24:43Z","2017","Made available in DSpace on 2020-10-29T06:24:43Z (GMT). No. of bitstreams: 1
atags creates world record.mp4: 41447716 bytes, checksum: 4175177a72f4e8c8e8bf112f9ca814b5 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:27:45Z (GMT). No. of bitstreams: 1
atags creates world record.mp4: 41447716 bytes, checksum: 4175177a72f4e8c8e8bf112f9ca814b5 (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174235","WARRIORS WORLD",,,"ATAGS||Artillery Gun||Ammunition||ATAGS Firing||ArmaTube||ATAGS||MP4||41.4MB||00:04:53",,,"DRDO's ATAGS creates world record",,
"31b18005-7ff9-46cb-89fa-3caea23a45c5","108/35",,"2021-05-18T04:27:28Z","2020-10-29T06:24:43Z","2021-05-18T04:27:28Z","2020-10-29T06:24:43Z","2013","Made available in DSpace on 2020-10-29T06:24:43Z (GMT). No. of bitstreams: 1
barrel coating.mp4: 21954303 bytes, checksum: f8455f940260e1309f135f5b09802ad0 (MD5)
  Previous issue date: 2013||Made available in DSpace on 2021-05-18T04:27:28Z (GMT). No. of bitstreams: 1
barrel coating.mp4: 21954303 bytes, checksum: f8455f940260e1309f135f5b09802ad0 (MD5)
  Previous issue date: 2013",,,"http://localhost:8080/xmlui/handle/108/174237","Chanderson",,,"Gun Barrel||Barrel Coating||TiN Barrel||ArmaTube||Coating of Gun Barrel||MP4||22.0MB||00:05:10",,,"Barrel Coating",,
"3350b9c2-6099-4fc2-b3b5-275413a33549","108/35",,"2021-05-18T04:28:18Z","2020-10-29T06:24:24Z","2021-05-18T04:28:18Z","2020-10-29T06:24:24Z","2017","Made available in DSpace on 2020-10-29T06:24:24Z (GMT). No. of bitstreams: 1
u.s. navy railgun mach 7 fire tests.mp4: 36984679 bytes, checksum: db492d50dbf1e2c4de3ba30c72929b4f (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:28:18Z (GMT). No. of bitstreams: 1
u.s. navy railgun mach 7 fire tests.mp4: 36984679 bytes, checksum: db492d50dbf1e2c4de3ba30c72929b4f (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174169","The Darth Designer",,,"Railgun||Electromagnetic Railgun||US Navy Railgun||Railgun Fire Test||Railgun Firing||ArmaTube||Rail Gun||MP4||37.0MB||00:08:41",,,"U.S. NAVY Electromagnetc RAILGUN Mach 7 Fire Tests - 2008-2017",,
"352ccf4f-bc93-4e17-937a-14a9d81cdbd5","108/35",,"2021-05-18T04:28:07Z","2020-10-29T06:24:27Z","2021-05-18T04:28:07Z","2020-10-29T06:24:27Z","2016","Made available in DSpace on 2020-10-29T06:24:27Z (GMT). No. of bitstreams: 1
bsa barrels production.mp4: 48389460 bytes, checksum: f74dec92295a116bcd7424b9cd658ce0 (MD5)
  Previous issue date: 2016||Made available in DSpace on 2021-05-18T04:28:07Z (GMT). No. of bitstreams: 1
bsa barrels production.mp4: 48389460 bytes, checksum: f74dec92295a116bcd7424b9cd658ce0 (MD5)
  Previous issue date: 2016",,,"http://localhost:8080/xmlui/handle/108/174179","Birds Tackle",,,"Hammer-forged Barrels||Gun Barrel||Surface Penetration||PCP Rifle Barrels||Blacking Process||ArmaTube||Autofrettage process for Gun Barrel||MP4||48.4MB||00:05:06",,,"BSA Barrels Production Process",,
"4099183c-8ae7-46ad-bcda-26a5b3157da1","108/35",,"2021-05-18T04:28:29Z","2020-10-29T06:24:19Z","2021-05-18T04:28:29Z","2020-10-29T06:24:19Z","2020","Made available in DSpace on 2020-10-29T06:24:19Z (GMT). No. of bitstreams: 1
excalibur round at u.s. army yuma proving ground.mp4: 12511941 bytes, checksum: 5330f6a80dd7bae4362b9de801075922 (MD5)
  Previous issue date: 2020||Made available in DSpace on 2021-05-18T04:28:29Z (GMT). No. of bitstreams: 1
excalibur round at u.s. army yuma proving ground.mp4: 12511941 bytes, checksum: 5330f6a80dd7bae4362b9de801075922 (MD5)
  Previous issue date: 2020",,,"http://localhost:8080/xmlui/handle/108/174158","The U.S. Army",,,"Excalibur Round||U.S. Army||M982 Excalibur||Precision hit||XM1113||XM1299||ArmaTube||Guided Artillery shell||MP4||12.5MB||00:02:11",,,"Excalibur Round Precision Hit From 65 kilometers at U.S. Army Yuma Proving Ground",,
"430cd54e-1e12-4d38-a2ee-f8093121c78b","108/35",,"2021-05-18T04:27:52Z","2020-10-29T06:24:32Z","2021-05-18T04:27:52Z","2020-10-29T06:24:32Z","2012","Made available in DSpace on 2020-10-29T06:24:32Z (GMT). No. of bitstreams: 1
flow forming ikt 60-150.mp4: 186996841 bytes, checksum: 19e7fe3819b18184d82d4a06fda0346c (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-05-18T04:27:52Z (GMT). No. of bitstreams: 1
flow forming ikt 60-150.mp4: 186996841 bytes, checksum: 19e7fe3819b18184d82d4a06fda0346c (MD5)
  Previous issue date: 2012",,,"http://localhost:8080/xmlui/handle/108/174196","ILKWANG TECH",,,"Flow Forming||IKT 60-150||CNC Flow Formin||ArmaTube||Flow Forming of Rocket Tube||MP4||187.0MB||00:11:59",,,"Flow forming IKT 60-150",,
"4a0d0bcb-f7db-4678-a7eb-573bcd8f64f9","108/35",,"2021-05-18T04:28:11Z","2020-10-29T06:24:26Z","2021-05-18T04:28:11Z","2020-10-29T06:24:26Z","2019","Made available in DSpace on 2020-10-29T06:24:26Z (GMT). No. of bitstreams: 1
gun coatings.mp4: 141602873 bytes, checksum: 2ec03cc54057a7d4e02887585f12be00 (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:28:11Z (GMT). No. of bitstreams: 1
gun coatings.mp4: 141602873 bytes, checksum: 2ec03cc54057a7d4e02887585f12be00 (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174175","The Uncouth Truth",,,"Gun Coatings||Gun Barrel||Barrel Coating||TiN||Nitride||ArmaTube||Coating of Gun Barrel||MP4||141.6MB||00:12:57",,,"Gun coatings discussion (TiN,PVD,nitride,cerakote)",,
"4a4de805-b068-41d6-aa08-a4d80a896626","108/35",,"2021-05-18T04:28:13Z","2020-10-29T06:24:25Z","2021-05-18T04:28:13Z","2020-10-29T06:24:25Z","2019","Made available in DSpace on 2020-10-29T06:24:25Z (GMT). No. of bitstreams: 1
coating prep gun barrel.mp4: 15218393 bytes, checksum: fbfc1dfe567de3bc8d854558b45d1a0f (MD5)
  Previous issue date: 2019||Made available in DSpace on 2021-05-18T04:28:13Z (GMT). No. of bitstreams: 1
coating prep gun barrel.mp4: 15218393 bytes, checksum: fbfc1dfe567de3bc8d854558b45d1a0f (MD5)
  Previous issue date: 2019",,,"http://localhost:8080/xmlui/handle/108/174173","Vapor Honing Technologies",,,"Prep Application||Gun Barrel||Gun Parts||Barrel Coating||ArmaTube||Coating of Gun Barrel||MP4||15.2MB||00:01:27",,,"Coating Prep gun barrel for a GOLD Cerakote - Vapor Honing Technologies",,
"4c91e62f-e673-4980-a3a5-a1d7f24e5469","108/35",,"2021-05-18T04:28:06Z","2020-10-29T06:24:42Z","2021-05-18T04:28:06Z","2020-10-29T06:24:42Z","2017","Made available in DSpace on 2020-10-29T06:24:42Z (GMT). No. of bitstreams: 1
atags firing.mp4: 2936785 bytes, checksum: c6e87534f2536addff4a012013688604 (MD5)
  Previous issue date: 2017||Made available in DSpace on 2021-05-18T04:28:06Z (GMT). No. of bitstreams: 1
atags firing.mp4: 2936785 bytes, checksum: c6e87534f2536addff4a012013688604 (MD5)
  Previous issue date: 2017",,,"http://localhost:8080/xmlui/handle/108/174233","Delhi Defence Review",,,"ATAGS||Artillery Gun||Ammunition||ATAGS Firing||ArmaTube||ATAGS||MP4||7.2MB||00:00:55",,,"ATAGS in firing mode",,
