,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
10,07e3a9fa-e657-480e-a866-76eb10a0502a,GOST 14115-85,1985.0,"Made available in DSpace on 2016-11-24T11:10:07Z (GMT). No. of bitstreams: 1
14115-85.pdf: 632369 bytes, checksum: 005f9629438a068f80dfc8cbeddd7b88 (MD5)
  Previous issue date: 1985||Made available in DSpace on 2021-04-09T10:52:27Z (GMT). No. of bitstreams: 1
14115-85.pdf: 632369 bytes, checksum: 005f9629438a068f80dfc8cbeddd7b88 (MD5)
  Previous issue date: 1985",http://localhost:8080/xmlui/handle/108/2385,Attachments for Vessels and Equipment Oblong erection lugs Design and dimensions,,Attachments for Vessels and Equipment Oblong erection lugs Design and dimensions
11,07f4976a-5d02-4155-bd76-94bd0d9d1c26,GOST 12004-81,1981.0,"Made available in DSpace on 2016-11-24T11:09:50Z (GMT). No. of bitstreams: 1
12004-81.pdf: 1570376 bytes, checksum: c58a8e56c61fc158f45aa51a751485be (MD5)
  Previous issue date: 1981||Made available in DSpace on 2021-04-09T10:50:01Z (GMT). No. of bitstreams: 1
12004-81.pdf: 1570376 bytes, checksum: c58a8e56c61fc158f45aa51a751485be (MD5)
  Previous issue date: 1981",http://localhost:8080/xmlui/handle/108/2232,Reinforcing- bar steel tensile test methods,,Reinforcing- bar steel tensile test methods
12,08384867-6706-40bf-ab2e-e19f8f3bd5a9,GOST 13345-85,1985.0,"Made available in DSpace on 2016-11-24T11:10:01Z (GMT). No. of bitstreams: 1
13345-85.pdf: 3093460 bytes, checksum: 4b672336f5e80a57f7aa0ba7c2a400df (MD5)
  Previous issue date: 1985||Made available in DSpace on 2021-04-09T10:50:50Z (GMT). No. of bitstreams: 1
13345-85.pdf: 3093460 bytes, checksum: 4b672336f5e80a57f7aa0ba7c2a400df (MD5)
  Previous issue date: 1985",http://localhost:8080/xmlui/handle/108/2334,"Tinplate, Blackplate Technical Specification",,"Tinplate, Blackplate Technical Specification"
13,08efe00e-c9da-45a0-a509-be4f188ae421,GOST 29285-92,1992.0,"Made available in DSpace on 2016-11-24T11:10:15Z (GMT). No. of bitstreams: 1
29285-92.pdf: 1484446 bytes, checksum: e7a3fa67cb781faa025d0b99b5013a8c (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-04-09T10:53:29Z (GMT). No. of bitstreams: 1
29285-92.pdf: 1484446 bytes, checksum: e7a3fa67cb781faa025d0b99b5013a8c (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/2466,Reduction Gears and Motors Reduction Gears General Requirments relating to methods of testing,,Reduction Gears and Motors Reduction Gears General Requirments relating to methods of testing
14,0902512d-29e6-4a2a-a25c-399b260aff20,GOST 23089.17-90,1990.0,"Made available in DSpace on 2016-11-24T11:10:10Z (GMT). No. of bitstreams: 1
23089.17-90.pdf: 953385 bytes, checksum: 6ffc4d9f4158077c76b7bed6b4a50ec3 (MD5)
  Previous issue date: 1990||Made available in DSpace on 2021-04-09T10:52:39Z (GMT). No. of bitstreams: 1
23089.17-90.pdf: 953385 bytes, checksum: 6ffc4d9f4158077c76b7bed6b4a50ec3 (MD5)
  Previous issue date: 1990",http://localhost:8080/xmlui/handle/108/2420,INTEGRATED CIRCUITS Methods of measuring input and output resistances of operational amplifiers,,INTEGRATED CIRCUITS Methods of measuring input and output resistances of operational amplifiers
15,090657d0-9661-43a8-9d01-f6bfe9e885ce,GOST 3242-79,1979.0,"Made available in DSpace on 2016-11-24T11:09:37Z (GMT). No. of bitstreams: 1
3242-79.pdf: 1318158 bytes, checksum: 1191ad38063c9c14f6392209eb1c8071 (MD5)
  Previous issue date: 1979||Made available in DSpace on 2021-04-09T10:54:33Z (GMT). No. of bitstreams: 1
3242-79.pdf: 1318158 bytes, checksum: 1191ad38063c9c14f6392209eb1c8071 (MD5)
  Previous issue date: 1979",http://localhost:8080/xmlui/handle/108/2118,Welded Joints Methods of Quality Control,,Welded Joints Methods of Quality Control
16,09713412-d98a-4027-9104-9bdc8a303b1f,GOST 16293-89,1989.0,"Made available in DSpace on 2016-11-24T11:10:07Z (GMT). No. of bitstreams: 1
16293-89.pdf: 275935 bytes, checksum: d2aaa5c2ef21a4a884181166adf9f5b1 (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-04-09T10:51:54Z (GMT). No. of bitstreams: 1
16293-89.pdf: 275935 bytes, checksum: d2aaa5c2ef21a4a884181166adf9f5b1 (MD5)
  Previous issue date: 1989",http://localhost:8080/xmlui/handle/108/2387,(SD CMEA 2446-88) Complete drilling rigs for development and deep exploratory drilling Basic parameters,,(SD CMEA 2446-88) Complete drilling rigs for development and deep exploratory drilling Basic parameters
17,09c2b3c7-6f13-4037-8dce-37f9372b3558,GOST  12766.5-90,1990.0,"Made available in DSpace on 2016-11-24T11:10:02Z (GMT). No. of bitstreams: 1
12766-5-90.pdf: 566384 bytes, checksum: 70ac4b585f71d8163c4c861944bff339 (MD5)
  Previous issue date: 1990||Made available in DSpace on 2021-04-09T10:51:39Z (GMT). No. of bitstreams: 1
12766-5-90.pdf: 566384 bytes, checksum: 70ac4b585f71d8163c4c861944bff339 (MD5)
  Previous issue date: 1990",http://localhost:8080/xmlui/handle/108/2340,Precision Alloy Flattened Strip with High Electrical Resistance Technical Specifications,,Precision Alloy Flattened Strip with High Electrical Resistance Technical Specifications
18,09e039dc-c4cc-4904-862c-bc867b472c93,GOST 8733-87,1987.0,"Made available in DSpace on 2016-11-24T11:09:50Z (GMT). No. of bitstreams: 1
8733-87.pdf: 1106784 bytes, checksum: 4112d3bd2a09fc6629c5ad10f6aa7386 (MD5)
  Previous issue date: 1987||Made available in DSpace on 2021-04-09T10:50:29Z (GMT). No. of bitstreams: 1
8733-87.pdf: 1106784 bytes, checksum: 4112d3bd2a09fc6629c5ad10f6aa7386 (MD5)
  Previous issue date: 1987",http://localhost:8080/xmlui/handle/108/2230,Seamless cold- deformed and thermal-deformed steel tubes Specification,,Seamless cold- deformed and thermal-deformed steel tubes Specification
19,09e3cce4-28ca-47da-845e-2f547eae8b11,GOST 25471-82,1982.0,"Made available in DSpace on 2016-11-24T11:10:11Z (GMT). No. of bitstreams: 1
25471-82.pdf: 510483 bytes, checksum: 362c0fff3d9f375f545ceed3eccb769a (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-04-09T10:52:12Z (GMT). No. of bitstreams: 1
25471-82.pdf: 510483 bytes, checksum: 362c0fff3d9f375f545ceed3eccb769a (MD5)
  Previous issue date: 1982",http://localhost:8080/xmlui/handle/108/2423,"Iron Ores, Concentrates, Agglomerates and Pellets Methods of determining dropping strength",,"Iron Ores, Concentrates, Agglomerates and Pellets Methods of determining dropping strength"
20,0ad31c51-3149-4fa8-b594-9d8d65aa5aba,GOST 22974.8-85,1985.0,"Made available in DSpace on 2016-11-24T11:10:12Z (GMT). No. of bitstreams: 1
22974.8-85.pdf: 713339 bytes, checksum: ed5018f9d5b7059d75a4c573aeb0241e (MD5)
  Previous issue date: 1985||Made available in DSpace on 2021-04-09T10:51:52Z (GMT). No. of bitstreams: 1
22974.8-85.pdf: 713339 bytes, checksum: ed5018f9d5b7059d75a4c573aeb0241e (MD5)
  Previous issue date: 1985",http://localhost:8080/xmlui/handle/108/2434,MELTED WELDING FLUXES Methods of determining zirconium oxide,,MELTED WELDING FLUXES Methods of determining zirconium oxide
21,0be7658d-3856-4c0b-831c-7311e58fa175,GOST 12.1.002-84,1984.0,"Made available in DSpace on 2016-11-24T11:09:33Z (GMT). No. of bitstreams: 1
gost 12-1-002-84.pdf: 838370 bytes, checksum: a88190357a8b44460c668080a81a9ab5 (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-04-09T10:53:36Z (GMT). No. of bitstreams: 1
gost 12-1-002-84.pdf: 838370 bytes, checksum: a88190357a8b44460c668080a81a9ab5 (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/2092,Power frequency electric fields. Permisible levels of field strength and requirements of control at work places.,,Power frequency electric fields. Permisible levels of field strength and requirements of control at work places.
22,0bfd728b-8173-4f79-8000-f9c10b7c73e3,GOST 1051-73,1973.0,"Made available in DSpace on 2016-11-24T11:10:05Z (GMT). No. of bitstreams: 1
1051-73.pdf: 1134400 bytes, checksum: fe8c001da78b99fbbf1e76a288318a47 (MD5)
  Previous issue date: 1973||Made available in DSpace on 2021-04-09T10:51:51Z (GMT). No. of bitstreams: 1
1051-73.pdf: 1134400 bytes, checksum: fe8c001da78b99fbbf1e76a288318a47 (MD5)
  Previous issue date: 1973",http://localhost:8080/xmlui/handle/108/2369,Sized Grade Steel,,Sized Grade Steel
23,0c163e06-38ad-4b92-aa98-3988d456ecee,GOST 9567-75,1975.0,"Made available in DSpace on 2016-11-24T11:09:47Z (GMT). No. of bitstreams: 1
9567-75.pdf: 1862814 bytes, checksum: 1491dbd0c32dd9ca0cacb24e1389c5d7 (MD5)
  Previous issue date: 1975||Made available in DSpace on 2021-04-09T10:50:07Z (GMT). No. of bitstreams: 1
9567-75.pdf: 1862814 bytes, checksum: 1491dbd0c32dd9ca0cacb24e1389c5d7 (MD5)
  Previous issue date: 1975",http://localhost:8080/xmlui/handle/108/2210,Precision Steel Tubes Grading,,Precision Steel Tubes Grading
24,0cf242ad-db4d-45ce-aec1-621da7b7ded8,GOST 26564.0-85,1985.0,"Made available in DSpace on 2016-11-24T11:10:28Z (GMT). No. of bitstreams: 1
26564.0-85.pdf: 390241 bytes, checksum: 49adb90ab9b025a0d73f0168dba1d647 (MD5)
  Previous issue date: 1985||Made available in DSpace on 2021-04-09T10:53:26Z (GMT). No. of bitstreams: 1
26564.0-85.pdf: 390241 bytes, checksum: 49adb90ab9b025a0d73f0168dba1d647 (MD5)
  Previous issue date: 1985",http://localhost:8080/xmlui/handle/108/2584,Silicon Carbide Refractory Materials and products general requirements for methods of analysis,,Silicon Carbide Refractory Materials and products general requirements for methods of analysis
25,0d3951bd-8130-4ba9-b7fd-f8591e67e65e,GOST  22782.3-77,1977.0,"Made available in DSpace on 2016-11-24T11:10:25Z (GMT). No. of bitstreams: 1
22782.3-77.pdf: 240119 bytes, checksum: bdba537c4898eda2305a30b54808fa14 (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-04-09T10:52:03Z (GMT). No. of bitstreams: 1
22782.3-77.pdf: 240119 bytes, checksum: bdba537c4898eda2305a30b54808fa14 (MD5)
  Previous issue date: 1977",http://localhost:8080/xmlui/handle/108/2556,Explosionproof electrical apparatus with special type of protection Technical requirements and methods of testing,,Explosionproof electrical apparatus with special type of protection Technical requirements and methods of testing
26,0df5dfe9-e264-4f84-a8b4-f4b62ee5335e,GOST 23735-79,1979.0,"Made available in DSpace on 2016-11-24T11:10:21Z (GMT). No. of bitstreams: 1
23735-79.pdf: 855528 bytes, checksum: 34000dd47bb0db800f254f04f0025f03 (MD5)
  Previous issue date: 1979||Made available in DSpace on 2021-04-09T10:50:08Z (GMT). No. of bitstreams: 1
23735-79.pdf: 855528 bytes, checksum: 34000dd47bb0db800f254f04f0025f03 (MD5)
  Previous issue date: 1979",http://localhost:8080/xmlui/handle/108/2521,SAND-GRAVEL MIXTURES FOR CONSTRUCTION WORK SPECIFICATIONS,,SAND-GRAVEL MIXTURES FOR CONSTRUCTION WORK SPECIFICATIONS
27,0e6579bb-a2ea-4cec-9d19-c5c1a60c3ed1,GOST 18404.0-78,1978.0,"Made available in DSpace on 2016-11-24T11:09:59Z (GMT). No. of bitstreams: 1
18404-0-78.pdf: 3449081 bytes, checksum: d762935f6b8f1d336714f03e3a570fcb (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-04-09T10:51:27Z (GMT). No. of bitstreams: 1
18404-0-78.pdf: 3449081 bytes, checksum: d762935f6b8f1d336714f03e3a570fcb (MD5)
  Previous issue date: 1978",http://localhost:8080/xmlui/handle/108/2318,CONTROL CABELS General Specifications,,CONTROL CABELS General Specifications
28,0edf0861-13d6-4532-bb72-4ef287020645,GOST 7268-82,1982.0,"Made available in DSpace on 2016-11-24T11:09:38Z (GMT). No. of bitstreams: 1
7268-82.pdf: 472246 bytes, checksum: 07059fa0bddffc24777f44fbe81c01a6 (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-04-09T10:53:12Z (GMT). No. of bitstreams: 1
7268-82.pdf: 472246 bytes, checksum: 07059fa0bddffc24777f44fbe81c01a6 (MD5)
  Previous issue date: 1982",http://localhost:8080/xmlui/handle/108/2128,Method for determing the tendency to mechnaical ageing by impact testing,,Method for determing the tendency to mechnaical ageing by impact testing
29,0f3b9431-0ca7-42f6-9a1a-0ac317a87f5b,GOST 805-80,1980.0,"Made available in DSpace on 2016-11-24T11:10:29Z (GMT). No. of bitstreams: 1
805-80.pdf: 596367 bytes, checksum: 6074d7afee252b0c8e8290fe9b474a8e (MD5)
  Previous issue date: 1980||Made available in DSpace on 2021-04-09T10:53:25Z (GMT). No. of bitstreams: 1
805-80.pdf: 596367 bytes, checksum: 6074d7afee252b0c8e8290fe9b474a8e (MD5)
  Previous issue date: 1980",http://localhost:8080/xmlui/handle/108/2596,Conversion pig iron. Specifications. (Includes Amendments 06/83; 10/86; 03/88),,Conversion pig iron. Specifications. (Includes Amendments 06/83; 10/86; 03/88)
30,0f62e16f-153c-4c19-9876-8a4189e5ce90,GOST 3068-88,1988.0,"Made available in DSpace on 2016-11-24T11:09:36Z (GMT). No. of bitstreams: 1
3068-88.pdf: 296950 bytes, checksum: 24198de69e1775f7b8eac07b8975f42b (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-04-09T10:54:47Z (GMT). No. of bitstreams: 1
3068-88.pdf: 296950 bytes, checksum: 24198de69e1775f7b8eac07b8975f42b (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/2113,Two lay steel rope of TK type construction 6x37 (1+6+12+18) +1x37(1+6+12+18) Dimensions,,Two lay steel rope of TK type construction 6x37 (1+6+12+18) +1x37(1+6+12+18) Dimensions
31,0fb787f2-fc5c-4870-bcef-455b17220f02,GOST 25140-82,1982.0,"Made available in DSpace on 2016-11-24T11:10:18Z (GMT). No. of bitstreams: 1
25140--82.pdf: 418417 bytes, checksum: 4468dbc5b8756501dcfc635fde7ef77f (MD5)
  Previous issue date: 1982||Made available in DSpace on 2021-04-09T10:50:00Z (GMT). No. of bitstreams: 1
25140--82.pdf: 418417 bytes, checksum: 4468dbc5b8756501dcfc635fde7ef77f (MD5)
  Previous issue date: 1982",http://localhost:8080/xmlui/handle/108/2494,Zinc alloys for casting grades,,Zinc alloys for casting grades
32,0fe4f529-32e7-437e-a5f7-e122241769fc,GOST 7142-74,1974.0,"Made available in DSpace on 2016-11-24T11:09:38Z (GMT). No. of bitstreams: 1
7142-74.pdf: 444823 bytes, checksum: e4924a9e6087d1afde3c558be16599b0 (MD5)
  Previous issue date: 1974||Made available in DSpace on 2021-04-09T10:49:48Z (GMT). No. of bitstreams: 1
7142-74.pdf: 444823 bytes, checksum: e4924a9e6087d1afde3c558be16599b0 (MD5)
  Previous issue date: 1974",http://localhost:8080/xmlui/handle/108/2132,Lubncant greases. Method for determining colloidal stability.,,Lubncant greases. Method for determining colloidal stability.
33,1260b85a-8467-42c9-b351-1ac5bd9df674,GOST 27907-88,1988.0,"Made available in DSpace on 2016-11-24T11:10:26Z (GMT). No. of bitstreams: 1
27907-88.pdf: 669763 bytes, checksum: 4a648756de39647296c7c0811a928c85 (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-04-09T10:52:33Z (GMT). No. of bitstreams: 1
27907-88.pdf: 669763 bytes, checksum: 4a648756de39647296c7c0811a928c85 (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/2567,Vodka for export General Specifications,,Vodka for export General Specifications
34,126de7ac-4bf3-40c8-9c7f-0e704bac8f85,GOST 4543-71,1971.0,"Made available in DSpace on 2016-11-24T11:09:42Z (GMT). No. of bitstreams: 1
4543-71.pdf: 5968086 bytes, checksum: 2e3bf2a8bef3b184b0f1a0d2e8e0439d (MD5)
  Previous issue date: 1971||Made available in DSpace on 2021-04-09T10:49:53Z (GMT). No. of bitstreams: 1
4543-71.pdf: 5968086 bytes, checksum: 2e3bf2a8bef3b184b0f1a0d2e8e0439d (MD5)
  Previous issue date: 1971",http://localhost:8080/xmlui/handle/108/2162,Structural Alloy Steel: Technical Specifications,,Structural Alloy Steel: Technical Specifications
35,137b14a4-4b8e-4573-b8f4-537072203603,GOST 15878-79,1979.0,"Made available in DSpace on 2016-11-24T11:10:06Z (GMT). No. of bitstreams: 1
15878-79.pdf: 747658 bytes, checksum: 32185091ec4b64d0d4d73b748e0305e1 (MD5)
  Previous issue date: 1979||Made available in DSpace on 2021-04-09T10:52:15Z (GMT). No. of bitstreams: 1
15878-79.pdf: 747658 bytes, checksum: 32185091ec4b64d0d4d73b748e0305e1 (MD5)
  Previous issue date: 1979",http://localhost:8080/xmlui/handle/108/2375,Resistance Welding Welded joints Design elements and dimensions,,Resistance Welding Welded joints Design elements and dimensions
36,13a8f229-a7f7-4545-a51a-c80a2deb7ec6,GOST 14959-79,1979.0,"Made available in DSpace on 2016-11-24T11:10:03Z (GMT). No. of bitstreams: 1
14959-79.pdf: 1599616 bytes, checksum: bf36e1e062fb6ecea0315addbeb9dd84 (MD5)
  Previous issue date: 1979||Made available in DSpace on 2021-04-09T10:50:49Z (GMT). No. of bitstreams: 1
14959-79.pdf: 1599616 bytes, checksum: bf36e1e062fb6ecea0315addbeb9dd84 (MD5)
  Previous issue date: 1979",http://localhost:8080/xmlui/handle/108/2352,Spring-Type Carbon and Alloy Steel Technical Specifications,,Spring-Type Carbon and Alloy Steel Technical Specifications
37,1416a5cc-c2d3-4fb5-b5c5-497be0ba9f37,GOST 14771-76,1976.0,"Made available in DSpace on 2016-11-24T11:10:06Z (GMT). No. of bitstreams: 1
14771-76.pdf: 3286450 bytes, checksum: 04fc650633d30c26a04f11463775e813 (MD5)
  Previous issue date: 1976||Made available in DSpace on 2021-04-09T10:52:10Z (GMT). No. of bitstreams: 1
14771-76.pdf: 3286450 bytes, checksum: 04fc650633d30c26a04f11463775e813 (MD5)
  Previous issue date: 1976",http://localhost:8080/xmlui/handle/108/2382,"Gas Shielded Arc Welding Welded Joints. Main types, design elements and dimensions",,"Gas Shielded Arc Welding Welded Joints. Main types, design elements and dimensions"
38,1445dd1e-ab10-4341-b969-9be52ae09447,GOST 3845-75,1975.0,"Made available in DSpace on 2016-11-24T11:09:35Z (GMT). No. of bitstreams: 1
3845-75.pdf: 402900 bytes, checksum: 36000fb0050f6338796b0a50d3387213 (MD5)
  Previous issue date: 1975||Made available in DSpace on 2021-04-09T10:54:18Z (GMT). No. of bitstreams: 1
3845-75.pdf: 402900 bytes, checksum: 36000fb0050f6338796b0a50d3387213 (MD5)
  Previous issue date: 1975",http://localhost:8080/xmlui/handle/108/2102,Includes Amendment No. 2 Metal Tubes Testing by hydraulic pressure,,Includes Amendment No. 2 Metal Tubes Testing by hydraulic pressure
39,156e4364-3447-4e00-934a-9263272beab2,GOST 10006-80,1980.0,"Made available in DSpace on 2016-11-24T11:09:48Z (GMT). No. of bitstreams: 1
10006-80.pdf: 1124792 bytes, checksum: 784c4225cae1c8908c82e576e3af8b3a (MD5)
  Previous issue date: 1980||Made available in DSpace on 2021-04-09T10:50:29Z (GMT). No. of bitstreams: 1
10006-80.pdf: 1124792 bytes, checksum: 784c4225cae1c8908c82e576e3af8b3a (MD5)
  Previous issue date: 1980",http://localhost:8080/xmlui/handle/108/2220,Metal Tubing Tensile Test Methods,,Metal Tubing Tensile Test Methods
40,15eb64db-328d-4987-bdc3-ecf09d92794e,GOST 15164-78,1978.0,"Made available in DSpace on 2016-11-24T11:10:00Z (GMT). No. of bitstreams: 1
15164-78.pdf: 1067074 bytes, checksum: 515a45039c93562e977fb49a13dc6646 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-04-09T10:51:35Z (GMT). No. of bitstreams: 1
15164-78.pdf: 1067074 bytes, checksum: 515a45039c93562e977fb49a13dc6646 (MD5)
  Previous issue date: 1978",http://localhost:8080/xmlui/handle/108/2319,"ELECTROLAG WELDING WELED JOINTS Basic types, design elements & dimensions",,"ELECTROLAG WELDING WELED JOINTS Basic types, design elements & dimensions"
41,178b9bbe-7c66-4842-ac2f-594811b47d7e,GOST 380-71,1971.0,"Made available in DSpace on 2016-11-24T11:10:32Z (GMT). No. of bitstreams: 1
gost-380-71.pdf: 3144675 bytes, checksum: 9b61c344c6ba5e62a9d57e928b87c1f7 (MD5)
  Previous issue date: 1971||Made available in DSpace on 2021-04-09T10:53:55Z (GMT). No. of bitstreams: 1
gost-380-71.pdf: 3144675 bytes, checksum: 9b61c344c6ba5e62a9d57e928b87c1f7 (MD5)
  Previous issue date: 1971",http://localhost:8080/xmlui/handle/108/2620,Plain carbon steels. Grades All Union Product Class 08 7010. (Includes Amendment 1 06/90) (1971 available - 25),,Plain carbon steels. Grades All Union Product Class 08 7010. (Includes Amendment 1 06/90) (1971 available - 25)
