,id,dc.contributor.author[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.title[],dc.title[en_US],MyTitle
526,e0023794-e965-4e22-aba3-26f173d7871b,ARDE SPEC 473,1992.0,"Made available in DSpace on 2016-11-24T06:07:48Z (GMT). No. of bitstreams: 1
ss02810.pdf: 10676178 bytes, checksum: 18f8f423452fcf795cf974947affd610 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:48:53Z (GMT). No. of bitstreams: 1
ss02810.pdf: 10676178 bytes, checksum: 18f8f423452fcf795cf974947affd610 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/299,Free swimmers distress signal-specification to govern inspection of empty components,,Free swimmers distress signal-specification to govern inspection of empty components
528,b302fd70-5a56-4ce1-bd2f-880880341fdd,ARDE SPEC 243,,"Made available in DSpace on 2016-11-24T06:07:07Z (GMT). No. of bitstreams: 1
ss00265.pdf: 292494232 bytes, checksum: f26a16876e8ebed7caa527ed9859cbad (MD5)||Made available in DSpace on 2021-06-08T06:48:53Z (GMT). No. of bitstreams: 1
ss00265.pdf: 292494232 bytes, checksum: f26a16876e8ebed7caa527ed9859cbad (MD5)",http://localhost:8080/xmlui/handle/108/41,ARROW CRYSTAL,,ARROW CRYSTAL
529,b3258e9d-5b60-4b1c-ad20-74d2c65f3da6,ARDE PS 197,1989.0,"Made available in DSpace on 2016-11-24T06:07:52Z (GMT). No. of bitstreams: 1
ss00070.pdf: 552885 bytes, checksum: 9189bbbef9e2032971d4f1b1a5d35fc2 (MD5)
  Previous issue date: 1989||Made available in DSpace on 2021-06-08T06:50:13Z (GMT). No. of bitstreams: 1
ss00070.pdf: 552885 bytes, checksum: 9189bbbef9e2032971d4f1b1a5d35fc2 (MD5)
  Previous issue date: 1989",http://localhost:8080/xmlui/handle/108/319,PROVISIONAL PROOF SCHEDULE FOR PREFRAGMENTED HE SHELL 76.2MM MK II FILLED,,PROVISIONAL PROOF SCHEDULE FOR PREFRAGMENTED HE SHELL 76.2MM MK II FILLED
530,b37df1e8-4417-44fb-a178-5216226eda5a,ARDE SPEC 23  &  24,1966.0,"Made available in DSpace on 2016-11-24T06:08:21Z (GMT). No. of bitstreams: 1
ss00026.pdf: 4217404 bytes, checksum: 1df06da9605d919e81a1234161f6e118 (MD5)
  Previous issue date: 1966||Made available in DSpace on 2021-06-08T06:52:02Z (GMT). No. of bitstreams: 1
ss00026.pdf: 4217404 bytes, checksum: 1df06da9605d919e81a1234161f6e118 (MD5)
  Previous issue date: 1966",http://localhost:8080/xmlui/handle/108/507,CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER (IND) FOR RUSSIAN AIRCRAFT,,CARTRIDGE ELECTRIC OPERATING FIRE EXTINGUISHER (IND) FOR RUSSIAN AIRCRAFT
531,b3cb6c7e-9ab7-4935-b62c-0d20d406fb78,ARDE SPEC 105,1971.0,"Made available in DSpace on 2016-11-24T06:08:03Z (GMT). No. of bitstreams: 1
ss00146.pdf: 1529246 bytes, checksum: 88668df5c71fdedc943188b87392db2a (MD5)
  Previous issue date: 1971||Made available in DSpace on 2021-06-08T06:52:25Z (GMT). No. of bitstreams: 1
ss00146.pdf: 1529246 bytes, checksum: 88668df5c71fdedc943188b87392db2a (MD5)
  Previous issue date: 1971",http://localhost:8080/xmlui/handle/108/384,SHOT 130MM PAPER,,SHOT 130MM PAPER
532,b41cb0c3-2f7b-4561-8c5e-efb8bc25608a,ARDE SPEC 238,,"Made available in DSpace on 2016-11-24T06:08:06Z (GMT). No. of bitstreams: 1
ss00259.pdf: 390449 bytes, checksum: d044be6090d7361cecb11325089a8f29 (MD5)||Made available in DSpace on 2021-06-08T06:48:16Z (GMT). No. of bitstreams: 1
ss00259.pdf: 390449 bytes, checksum: d044be6090d7361cecb11325089a8f29 (MD5)",http://localhost:8080/xmlui/handle/108/402,CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT EMPTY,,CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT EMPTY
534,e62a7fc2-f485-4eaa-8242-f3a161efbf12,ARDE SPEC 238,,"Made available in DSpace on 2016-11-24T06:07:45Z (GMT). No. of bitstreams: 1
ss00258.pdf: 376249 bytes, checksum: 117421c9836bf66263e9934c97b03b16 (MD5)||Made available in DSpace on 2021-06-08T06:49:44Z (GMT). No. of bitstreams: 1
ss00258.pdf: 376249 bytes, checksum: 117421c9836bf66263e9934c97b03b16 (MD5)",http://localhost:8080/xmlui/handle/108/276,CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT EMPTY,,CARTRIDGE ELECTRIC CANOPY JETTISONING FOR HF-24 AIRCRAFT EMPTY
536,b475f6eb-988c-43d7-8e2e-67545bc3524c,ARDE SPEC 273,,"Made available in DSpace on 2016-11-24T06:08:08Z (GMT). No. of bitstreams: 1
ss00289.pdf: 6705029 bytes, checksum: f2866c925c86feda7907be64f89a4b79 (MD5)||Made available in DSpace on 2021-06-08T06:49:12Z (GMT). No. of bitstreams: 1
ss00289.pdf: 6705029 bytes, checksum: f2866c925c86feda7907be64f89a4b79 (MD5)",http://localhost:8080/xmlui/handle/108/419,FUZE DA & DELAY FOR 122MM HE ROCKET EMPTY,,FUZE DA & DELAY FOR 122MM HE ROCKET EMPTY
537,b65928a0-6dfe-440e-a616-c1441f5a27e5,ARDE SPEC 492,1993.0,"Made available in DSpace on 2016-11-24T06:08:04Z (GMT). No. of bitstreams: 1
ss02878.pdf: 5539810 bytes, checksum: 6b60ac3ba04c294b05ef86ab75b52945 (MD5)
  Previous issue date: 1993||Made available in DSpace on 2021-06-08T06:53:00Z (GMT). No. of bitstreams: 1
ss02878.pdf: 5539810 bytes, checksum: 6b60ac3ba04c294b05ef86ab75b52945 (MD5)
  Previous issue date: 1993",http://localhost:8080/xmlui/handle/108/390,JUNCTION BOX ( FOR SIMULATOR 130MM GUN FIRE),,JUNCTION BOX ( FOR SIMULATOR 130MM GUN FIRE)
538,b6594cf3-e7bc-411b-b866-f28534fb96fa,ARDE SPEC 366,1988.0,"Made available in DSpace on 2016-11-24T06:07:48Z (GMT). No. of bitstreams: 1
ss00349.pdf: 2307170 bytes, checksum: 1484946f7ad148b23a636c61a659aef6 (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:49:40Z (GMT). No. of bitstreams: 1
ss00349.pdf: 2307170 bytes, checksum: 1484946f7ad148b23a636c61a659aef6 (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/297,"GAINE 1A FOR FUZE PROXIMITY MK.1 FOR 4.5"" GUN FILLED",,"GAINE 1A FOR FUZE PROXIMITY MK.1 FOR 4.5"" GUN FILLED"
539,b67461a7-b8be-4292-b60b-60be7ab01916,ARDE SPEC 267  &  ARDE PS 126,1980.0,"Made available in DSpace on 2016-11-24T06:07:42Z (GMT). No. of bitstreams: 1
ss00286.pdf: 28395122 bytes, checksum: 0b055f751312ed4a26429f4b6bc7eaeb (MD5)
  Previous issue date: 1980||Made available in DSpace on 2021-06-08T06:48:56Z (GMT). No. of bitstreams: 1
ss00286.pdf: 28395122 bytes, checksum: 0b055f751312ed4a26429f4b6bc7eaeb (MD5)
  Previous issue date: 1980",http://localhost:8080/xmlui/handle/108/255,CARTRIDGE MINIFLARE (A) MK.I RED,,CARTRIDGE MINIFLARE (A) MK.I RED
540,b6b05a2f-aa7b-400a-a89a-dfa976b3b5f5,ARDE SPEC 32,1966.0,"Made available in DSpace on 2016-11-24T06:07:27Z (GMT). No. of bitstreams: 1
ss00032.pdf: 6516099 bytes, checksum: f72827c85049de50741c97a21a08b8f5 (MD5)
  Previous issue date: 1966||Made available in DSpace on 2021-06-08T06:48:25Z (GMT). No. of bitstreams: 1
ss00032.pdf: 6516099 bytes, checksum: f72827c85049de50741c97a21a08b8f5 (MD5)
  Previous issue date: 1966",http://localhost:8080/xmlui/handle/108/160,SHELL 25 PR HESH,,SHELL 25 PR HESH
541,b718b36a-c5b0-4b12-a656-e896c7a51c60,ARDE PS 25,1968.0,"Made available in DSpace on 2016-11-24T06:08:21Z (GMT). No. of bitstreams: 1
ss00375.pdf: 6638826 bytes, checksum: 5dd2d38d9e4e314890a327243f21dcd7 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:51:51Z (GMT). No. of bitstreams: 1
ss00375.pdf: 6638826 bytes, checksum: 5dd2d38d9e4e314890a327243f21dcd7 (MD5)
  Previous issue date: 1968",http://localhost:8080/xmlui/handle/108/512,MINE AP M16 A1 PRACTICE FILLED,,MINE AP M16 A1 PRACTICE FILLED
542,b7f7c94b-4539-4880-963a-b295197308f3,ARDE PS 112,1978.0,"Made available in DSpace on 2016-11-24T06:08:20Z (GMT). No. of bitstreams: 1
ss00436.pdf: 1794345 bytes, checksum: c6a614530065eaa5deff0d9df4e334f3 (MD5)
  Previous issue date: 1978||Made available in DSpace on 2021-06-08T06:51:43Z (GMT). No. of bitstreams: 1
ss00436.pdf: 1794345 bytes, checksum: c6a614530065eaa5deff0d9df4e334f3 (MD5)
  Previous issue date: 1978",http://localhost:8080/xmlui/handle/108/504,FUZE PROOF DELAY FOR PROOF OF GAINE 1A FOR FUZE VT 7A,,FUZE PROOF DELAY FOR PROOF OF GAINE 1A FOR FUZE VT 7A
543,b88c300e-43d7-43ae-adaa-c1d5273a3b82,ARDE SPEC 171,,"Made available in DSpace on 2016-11-24T06:07:45Z (GMT). No. of bitstreams: 1
ss00358.pdf: 607869 bytes, checksum: 34fa9cb44706faab671f323cda363500 (MD5)||Made available in DSpace on 2021-06-08T06:49:38Z (GMT). No. of bitstreams: 1
ss00358.pdf: 607869 bytes, checksum: 34fa9cb44706faab671f323cda363500 (MD5)",http://localhost:8080/xmlui/handle/108/279,CARTRIDGE SA 7.62MM LINE THROWING,,CARTRIDGE SA 7.62MM LINE THROWING
544,b8cac872-74dd-4f2b-9cf7-2402872593b0,ARDE PS 157  &  158,1990.0,"Made available in DSpace on 2016-11-24T06:08:24Z (GMT). No. of bitstreams: 1
ss00099.pdf: 10819902 bytes, checksum: 9c1e2a286a7e5f6164988c96a7df2684 (MD5)
  Previous issue date: 1990||Made available in DSpace on 2021-06-08T06:52:04Z (GMT). No. of bitstreams: 1
ss00099.pdf: 10819902 bytes, checksum: 9c1e2a286a7e5f6164988c96a7df2684 (MD5)
  Previous issue date: 1990",http://localhost:8080/xmlui/handle/108/525,EXPLOSIVE BOLT FOR CHETAK HELICOPTER:SCHEDULE OF PROOF AND SENTENCING CONDITIONS,,EXPLOSIVE BOLT FOR CHETAK HELICOPTER:SCHEDULE OF PROOF AND SENTENCING CONDITIONS
546,d4e9a02e-0b8f-4423-b00f-2d42e87c09fd,ARDE PS 157  &  158,1990.0,"Made available in DSpace on 2016-11-24T06:07:27Z (GMT). No. of bitstreams: 1
ss00099.pdf: 10819902 bytes, checksum: 9c1e2a286a7e5f6164988c96a7df2684 (MD5)
  Previous issue date: 1990||Made available in DSpace on 2021-06-08T06:48:14Z (GMT). No. of bitstreams: 1
ss00099.pdf: 10819902 bytes, checksum: 9c1e2a286a7e5f6164988c96a7df2684 (MD5)
  Previous issue date: 1990",http://localhost:8080/xmlui/handle/108/158,EXPLOSIVE BOLT FOR CHETAK HELICOPTER:SCHEDULE OF PROOF AND SENTENCING CONDITIONS,,EXPLOSIVE BOLT FOR CHETAK HELICOPTER:SCHEDULE OF PROOF AND SENTENCING CONDITIONS
548,b97df61c-c3dd-42d7-a0de-6bf2bdc43c20,ARDE SPEC 283,,"Made available in DSpace on 2016-11-24T06:08:08Z (GMT). No. of bitstreams: 1
ss00295.pdf: 22751567 bytes, checksum: b01753b496267091a96e6fa94f8b8a2e (MD5)||Made available in DSpace on 2021-06-08T06:49:01Z (GMT). No. of bitstreams: 1
ss00295.pdf: 22751567 bytes, checksum: b01753b496267091a96e6fa94f8b8a2e (MD5)",http://localhost:8080/xmlui/handle/108/414,PYROTECHNIC IGNITER CARTRIDGE PV.50 FOR MIG 21M & 21MF TYPE 96 AIRCRAFT FILLED,,PYROTECHNIC IGNITER CARTRIDGE PV.50 FOR MIG 21M & 21MF TYPE 96 AIRCRAFT FILLED
549,b9a1fecf-2cf9-4757-81e4-83f453a1334a,ARDE SPEC,1988.0,"Made available in DSpace on 2016-11-24T06:07:13Z (GMT). No. of bitstreams: 1
ss02295.pdf: 16169511 bytes, checksum: fe87b4ebe6261ed0fa772489e2408273 (MD5)
  Previous issue date: 1988||Made available in DSpace on 2021-06-08T06:49:04Z (GMT). No. of bitstreams: 1
ss02295.pdf: 16169511 bytes, checksum: fe87b4ebe6261ed0fa772489e2408273 (MD5)
  Previous issue date: 1988",http://localhost:8080/xmlui/handle/108/76,CARTRIDGE CASE QF 30MM EMPTY BRASS,,CARTRIDGE CASE QF 30MM EMPTY BRASS
550,b9e9b284-f576-43a7-9767-44245c612b7a,ARDE SPEC 486,1992.0,"Made available in DSpace on 2016-11-24T06:07:08Z (GMT). No. of bitstreams: 1
ss02817.pdf: 6110103 bytes, checksum: 46857719f05015a41d36c7a2289d41e6 (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:52:23Z (GMT). No. of bitstreams: 1
ss02817.pdf: 6110103 bytes, checksum: 46857719f05015a41d36c7a2289d41e6 (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/123445,Fuze percussion DASD for 30mm HE (filled) Prov,,Fuze percussion DASD for 30mm HE (filled) Prov
552,ba043873-dfea-48d2-b775-207fb3e031e7,ARDE SPEC 486,1992.0,"Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss02827.pdf: 5466542 bytes, checksum: 7e65556cfcae4c6517df73fe6e4e0bbb (MD5)
  Previous issue date: 1992||Made available in DSpace on 2021-06-08T06:48:59Z (GMT). No. of bitstreams: 1
ss02827.pdf: 5466542 bytes, checksum: 7e65556cfcae4c6517df73fe6e4e0bbb (MD5)
  Previous issue date: 1992",http://localhost:8080/xmlui/handle/108/310,Fuze percussion DASD for 30mm HE (filled) Prov,,Fuze percussion DASD for 30mm HE (filled) Prov
554,bbe28f8f-35ea-46e1-844a-5dd565b77303,ARDE SPEC 4,1959.0,"Made available in DSpace on 2016-11-24T06:07:33Z (GMT). No. of bitstreams: 1
ss00004.pdf: 5492655 bytes, checksum: c1079c61aa62f6fd3655aeec0dc6ebb5 (MD5)
  Previous issue date: 1959||Made available in DSpace on 2021-06-08T06:48:42Z (GMT). No. of bitstreams: 1
ss00004.pdf: 5492655 bytes, checksum: c1079c61aa62f6fd3655aeec0dc6ebb5 (MD5)
  Previous issue date: 1959",http://localhost:8080/xmlui/handle/108/200,PRIMER PERCUSSION QF CARTRIDGE 13A EMPTY(FOR QF 106MM RCL GUN),,PRIMER PERCUSSION QF CARTRIDGE 13A EMPTY(FOR QF 106MM RCL GUN)
555,bcb6f076-ea3c-412c-956e-23eff032cdbc,ARDE SPEC 1,1959.0,"Made available in DSpace on 2016-11-24T06:07:52Z (GMT). No. of bitstreams: 1
ss00001.pdf: 3801972 bytes, checksum: 3360e7fc4e95daca4aefcfa35554a8f3 (MD5)
  Previous issue date: 1959||Made available in DSpace on 2021-06-08T06:49:59Z (GMT). No. of bitstreams: 1
ss00001.pdf: 3801972 bytes, checksum: 3360e7fc4e95daca4aefcfa35554a8f3 (MD5)
  Previous issue date: 1959",http://localhost:8080/xmlui/handle/108/316,SHELL HEAT QF 106 RCL IND MK.1 (EMPTY),,SHELL HEAT QF 106 RCL IND MK.1 (EMPTY)
556,bdaf7293-a355-4d03-8046-f77216f5bd61,ARDE SPEC 323,1984.0,"Made available in DSpace on 2016-11-24T06:07:34Z (GMT). No. of bitstreams: 1
ss00331.pdf: 9561832 bytes, checksum: 9f966c246c75dbac09ef7bf4c7d8c64d (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:48:34Z (GMT). No. of bitstreams: 1
ss00331.pdf: 9561832 bytes, checksum: 9f966c246c75dbac09ef7bf4c7d8c64d (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/204,AUTOMATION MARKER 100 MINUTES FILLED,,AUTOMATION MARKER 100 MINUTES FILLED
557,be0d3f8a-2759-4799-b516-3146ac71e1de,ARDE PS 90,,"Made available in DSpace on 2016-11-24T06:07:15Z (GMT). No. of bitstreams: 1
ss00414.pdf: 4023069 bytes, checksum: 8e39f02908008de86ed0ad5c30051a04 (MD5)||Made available in DSpace on 2021-06-08T06:53:25Z (GMT). No. of bitstreams: 1
ss00414.pdf: 4023069 bytes, checksum: 8e39f02908008de86ed0ad5c30051a04 (MD5)",http://localhost:8080/xmlui/handle/108/86,SIMULATOR 81MM MORTAR FIRE CHARGE V,,SIMULATOR 81MM MORTAR FIRE CHARGE V
558,bf058382-3b3c-4fa6-8e28-b1abc30fbf8d,ARDE PS 6,,"Made available in DSpace on 2016-11-24T06:07:12Z (GMT). No. of bitstreams: 1
ss00365.pdf: 5651157 bytes, checksum: 8efab527cada59089bee4c32aaa102d2 (MD5)||Made available in DSpace on 2021-06-08T06:52:45Z (GMT). No. of bitstreams: 1
ss00365.pdf: 5651157 bytes, checksum: 8efab527cada59089bee4c32aaa102d2 (MD5)",http://localhost:8080/xmlui/handle/108/67,SHELL QF 106MM RCL HEAT IND MK.1 EMPTY,,SHELL QF 106MM RCL HEAT IND MK.1 EMPTY
559,bf445fca-e609-4072-9909-9ef442dc4142,ARDE SPEC 42,1968.0,"Made available in DSpace on 2016-11-24T06:07:40Z (GMT). No. of bitstreams: 1
ss00041.pdf: 8344749 bytes, checksum: 25c03fe8459f2685300e074453406539 (MD5)
  Previous issue date: 1968||Made available in DSpace on 2021-06-08T06:48:57Z (GMT). No. of bitstreams: 1
ss00041.pdf: 8344749 bytes, checksum: 25c03fe8459f2685300e074453406539 (MD5)
  Previous issue date: 1968",http://localhost:8080/xmlui/handle/108/242,INTEGRAL CHARGE FIRE EXTINGUISHER RECONDITIONED,,INTEGRAL CHARGE FIRE EXTINGUISHER RECONDITIONED
560,c0745b50-41a5-4463-a4c1-73b032b4acf5,ARDE PS 73,,"Made available in DSpace on 2016-11-24T06:07:09Z (GMT). No. of bitstreams: 1
ss00403.pdf: 1856646 bytes, checksum: f93d32a46822e3914b83b3ca364f7f3e (MD5)||Made available in DSpace on 2021-06-08T06:50:23Z (GMT). No. of bitstreams: 1
ss00403.pdf: 1856646 bytes, checksum: f93d32a46822e3914b83b3ca364f7f3e (MD5)",http://localhost:8080/xmlui/handle/108/51,CARTRIDGE EJECTOR RELEASE UNIT NO.1 MK.3 FOR HUNTER AIRCRAFT EMPTY,,CARTRIDGE EJECTOR RELEASE UNIT NO.1 MK.3 FOR HUNTER AIRCRAFT EMPTY
561,c29a6bb1-0bce-4c47-a22c-1b6f331ff588,ARDE PS 188,1994.0,"Made available in DSpace on 2016-11-24T06:08:15Z (GMT). No. of bitstreams: 1
ss00489.pdf: 26508367 bytes, checksum: 8d6a46457d510bc8425e1c05b58f4ee3 (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-06-08T06:51:23Z (GMT). No. of bitstreams: 1
ss00489.pdf: 26508367 bytes, checksum: 8d6a46457d510bc8425e1c05b58f4ee3 (MD5)
  Previous issue date: 1994",http://localhost:8080/xmlui/handle/108/476,PRACTICE HE SHELL 30MM EMPTY,,PRACTICE HE SHELL 30MM EMPTY
562,c3576864-ffed-475e-845a-8a6b859c1757,ARDE SPEC 275,,"Made available in DSpace on 2016-11-24T06:08:02Z (GMT). No. of bitstreams: 1
ss00293.pdf: 6841637 bytes, checksum: 4dd6b420d73dfa42b1499d3aa5c844ad (MD5)||Made available in DSpace on 2021-06-08T06:48:26Z (GMT). No. of bitstreams: 1
ss00293.pdf: 6841637 bytes, checksum: 4dd6b420d73dfa42b1499d3aa5c844ad (MD5)",http://localhost:8080/xmlui/handle/108/375,CARTRIDGE EJECTOR RELEASE UNIT TYPE ARD-863-1 FOR AJEET AIRCRAFT EMPTY,,CARTRIDGE EJECTOR RELEASE UNIT TYPE ARD-863-1 FOR AJEET AIRCRAFT EMPTY
564,eefa3b46-0426-470b-ba95-de1ec534e63c,ARDE PS 129,,"Made available in DSpace on 2016-11-24T06:07:32Z (GMT). No. of bitstreams: 1
ss00451.pdf: 9781243 bytes, checksum: cd855e4b84503d30d8337f7e13b93d37 (MD5)||Made available in DSpace on 2021-06-08T06:48:12Z (GMT). No. of bitstreams: 1
ss00451.pdf: 9781243 bytes, checksum: cd855e4b84503d30d8337f7e13b93d37 (MD5)",http://localhost:8080/xmlui/handle/108/192,CARTRIDGE EJECTOR RELEASE UNIT TYPE ARD-863-1 FOR AJEET AIRCRAFT EMPTY,,CARTRIDGE EJECTOR RELEASE UNIT TYPE ARD-863-1 FOR AJEET AIRCRAFT EMPTY
566,c361694b-f80c-46ba-93c2-a83e70b50890,ARDE SPEC 67,1969.0,"Made available in DSpace on 2016-11-24T06:07:57Z (GMT). No. of bitstreams: 1
ss00125.pdf: 242018580 bytes, checksum: 8bed9a78614d4652eb324ee610027ec3 (MD5)
  Previous issue date: 1969||Made available in DSpace on 2021-06-08T06:50:32Z (GMT). No. of bitstreams: 1
ss00125.pdf: 242018580 bytes, checksum: 8bed9a78614d4652eb324ee610027ec3 (MD5)
  Previous issue date: 1969",http://localhost:8080/xmlui/handle/108/344,PROV SPEC FOR FUZE ELECTRIC FOR PARASITE CURRENT TESTER (DRAWING ARDE 1493),,PROV SPEC FOR FUZE ELECTRIC FOR PARASITE CURRENT TESTER (DRAWING ARDE 1493)
567,c3c1b290-cf3d-46da-8322-187b5484d1ce,ARDE SPEC 320,1984.0,"Made available in DSpace on 2016-11-24T06:07:50Z (GMT). No. of bitstreams: 1
ss00328.pdf: 1223500 bytes, checksum: 175e4dcc72f7e0d4d4129fae40e2948f (MD5)
  Previous issue date: 1984||Made available in DSpace on 2021-06-08T06:49:50Z (GMT). No. of bitstreams: 1
ss00328.pdf: 1223500 bytes, checksum: 175e4dcc72f7e0d4d4129fae40e2948f (MD5)
  Previous issue date: 1984",http://localhost:8080/xmlui/handle/108/307,IGNITER AND CELL UNIT ASSEMBLY FOR FLOAT SMOKE AND FLAME AIRCRAFT 1.6 KG N2 MK.2 (IN),,IGNITER AND CELL UNIT ASSEMBLY FOR FLOAT SMOKE AND FLAME AIRCRAFT 1.6 KG N2 MK.2 (IN)
568,c4d77d57-d01d-4ab1-bbd2-03cff83d808a,ARDE PS 117,,"Made available in DSpace on 2016-11-24T06:08:16Z (GMT). No. of bitstreams: 1
ss00441.pdf: 3902494 bytes, checksum: c00b96fd0165b3238aef019414a4abe0 (MD5)||Made available in DSpace on 2021-06-08T06:51:30Z (GMT). No. of bitstreams: 1
ss00441.pdf: 3902494 bytes, checksum: c00b96fd0165b3238aef019414a4abe0 (MD5)",http://localhost:8080/xmlui/handle/108/484,EMPTIES OF CARTRIDGE SEAT EJECTION DROGUE NO.1 MK.2 FOR HUNTER F-56 AIRCRAFT FILLED,,EMPTIES OF CARTRIDGE SEAT EJECTION DROGUE NO.1 MK.2 FOR HUNTER F-56 AIRCRAFT FILLED
569,c4ebc30e-a15c-46fa-a0f2-deb9c4d299ab,ARDE SPEC 193,1977.0,"Made available in DSpace on 2016-11-24T06:07:42Z (GMT). No. of bitstreams: 1
ss00215.pdf: 2594135 bytes, checksum: d103c228b9dfed34b24f15851846ea1f (MD5)
  Previous issue date: 1977||Made available in DSpace on 2021-06-08T06:49:25Z (GMT). No. of bitstreams: 1
ss00215.pdf: 2594135 bytes, checksum: d103c228b9dfed34b24f15851846ea1f (MD5)
  Previous issue date: 1977",http://localhost:8080/xmlui/handle/108/253,CARTRIDGE IGNITER PV-35 FOR EJECTION SEAT SYSTEM OF S-22 AIRCRAFT EMPTY ASSEMBLY,,CARTRIDGE IGNITER PV-35 FOR EJECTION SEAT SYSTEM OF S-22 AIRCRAFT EMPTY ASSEMBLY
570,c53514ae-2cca-4242-8d15-0f9f074c2056,ARDE SPEC 92,1970.0,"Made available in DSpace on 2016-11-24T06:08:07Z (GMT). No. of bitstreams: 1
ss00140.pdf: 8654253 bytes, checksum: d35092f96a9e064e8714ef3ca4d19cb6 (MD5)
  Previous issue date: 1970||Made available in DSpace on 2021-06-08T06:48:31Z (GMT). No. of bitstreams: 1
ss00140.pdf: 8654253 bytes, checksum: d35092f96a9e064e8714ef3ca4d19cb6 (MD5)
  Previous issue date: 1970",http://localhost:8080/xmlui/handle/108/410,FUZE ROCKET AIRCRAFT 68MM TYPE A - HE,,FUZE ROCKET AIRCRAFT 68MM TYPE A - HE
572,cb14237b-13e9-429c-a6e4-40c04611d9c3,ARDE SPEC 92,1970.0,"Made available in DSpace on 2016-11-24T06:07:13Z (GMT). No. of bitstreams: 1
ss00141.pdf: 19527188 bytes, checksum: ec663712bdbef1c5cffbcbe6581a0717 (MD5)
  Previous issue date: 1970||Made available in DSpace on 2021-06-08T06:52:36Z (GMT). No. of bitstreams: 1
ss00141.pdf: 19527188 bytes, checksum: ec663712bdbef1c5cffbcbe6581a0717 (MD5)
  Previous issue date: 1970",http://localhost:8080/xmlui/handle/108/72,FUZE ROCKET AIRCRAFT 68MM TYPE A - HE,,FUZE ROCKET AIRCRAFT 68MM TYPE A - HE
574,c53ecaff-e9b5-435c-aadd-961c56c16ae1,ARDE SPEC 520,1994.0,"Made available in DSpace on 2016-11-24T06:07:51Z (GMT). No. of bitstreams: 1
ss03044.pdf: 38815034 bytes, checksum: 887299d55fadbae934be42ef1901e9de (MD5)
  Previous issue date: 1994||Made available in DSpace on 2021-06-08T06:49:55Z (GMT). No. of bitstreams: 1
ss03044.pdf: 38815034 bytes, checksum: 887299d55fadbae934be42ef1901e9de (MD5)
  Previous issue date: 1994",http://localhost:8080/xmlui/handle/108/314,Manufacture and inspection test schedule of VT fuze Mk.2 for 76.2mm naval gun,,Manufacture and inspection test schedule of VT fuze Mk.2 for 76.2mm naval gun
575,c73cad4b-aac0-43f9-8944-8876d8f2a401,ARDE SPEC 234,,"Made available in DSpace on 2016-11-24T06:07:41Z (GMT). No. of bitstreams: 1
ss00254.pdf: 14794434 bytes, checksum: 6c236cc60c49db519ba77bc6241b944e (MD5)||Made available in DSpace on 2021-06-08T06:49:20Z (GMT). No. of bitstreams: 1
ss00254.pdf: 14794434 bytes, checksum: 6c236cc60c49db519ba77bc6241b944e (MD5)",http://localhost:8080/xmlui/handle/108/252,CARTRIDGE SEAT EJECTION PRIMARY 1 & CARTRIDGE SEAT EJECTION SECONDARY 2 FOR HF-24 AIRCRAFT EMPTY,,CARTRIDGE SEAT EJECTION PRIMARY 1 & CARTRIDGE SEAT EJECTION SECONDARY 2 FOR HF-24 AIRCRAFT EMPTY
576,c7b9aec8-e6c3-4577-b53e-b08a0fbd8139,ARDE SPEC 2,1959.0,"Made available in DSpace on 2016-11-24T06:07:10Z (GMT). No. of bitstreams: 1
ss00002.pdf: 4222150 bytes, checksum: 96888d32bc3d11b6b806c0cc8601afd2 (MD5)
  Previous issue date: 1959||Made available in DSpace on 2021-06-08T06:48:10Z (GMT). No. of bitstreams: 1
ss00002.pdf: 4222150 bytes, checksum: 96888d32bc3d11b6b806c0cc8601afd2 (MD5)
  Previous issue date: 1959",http://localhost:8080/xmlui/handle/108/56,SHELL HEAT QF 106MM RCL IND MK.1 (FILLED),,SHELL HEAT QF 106MM RCL IND MK.1 (FILLED)
